club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
ajax amsterdam,eredivisie,1,netherlands,in,daley sinkgraven,19,netherlands,sc heerenveen,netherlands,LB,defender,64,77,sc heerenveen,eredivisie,1,netherlands,6.3,1.35,884,29,0.97,1.97,3,6,1613,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
ajax amsterdam,eredivisie,1,netherlands,in,richairo zivkovic,17,netherlands,fc groningen,netherlands,CF,attacker,68,83,fc groningen,eredivisie,1,netherlands,1.94,2.25,0,43,0.88,1.79,14,0,2344,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
ajax amsterdam,eredivisie,1,netherlands,in,nick viergever,24,netherlands,az alkmaar,netherlands,CB,defender,72,75,az alkmaar,eredivisie,1,netherlands,1.8,3.6,0,56,1.0,1.52,5,4,4973,0,0,0,0,0,0,13,1.0,1.69,2,1,1160,2014/2015
ajax amsterdam,eredivisie,1,netherlands,in,diederik boer,33,netherlands,pec zwolle,netherlands,GK,keeper,69,70,pec zwolle,eredivisie,1,netherlands,0.9,0.54,0,27,1.0,1.52,0,0,2312,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
ajax amsterdam,eredivisie,NA,netherlands,in,andre onana,18,cameroon,fc barcelona juvenil a,spain,GK,keeper,NA,NA,fc barcelona juvenil a,NA,1,spain,0.135,-,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
ajax amsterdam,eredivisie,1,netherlands,out,daley blind,24,netherlands,ajax amsterdam,netherlands,CB,defender,77,80,manchester united,premier league,1,england,15.75,10.8,0,45,0.94,1.93,1,1,3920,6,1.0,1.33,0,0,528,2,1.0,0,0,0,180,2014/2015
ajax amsterdam,eredivisie,1,netherlands,out,siem de jong,25,netherlands,ajax amsterdam,netherlands,AM,midfielder,77,79,newcastle united,premier league,1,england,7.83,9.0,0,28,1.0,1.68,9,2,1994,4,1.0,1.0,0,0,329,2,1.0,0,0,0,153,2014/2015
ajax amsterdam,eredivisie,1,netherlands,out,stefano denswil,21,netherlands,ajax amsterdam,netherlands,CB,defender,72,79,fc brugge,jupiler pro league,1,belgium,1.08,2.7,181,37,0.71,1.86,3,1,3083,6,1.0,1.33,1,0,489,1,0.5,0,0,0,90,2014/2015
ajax amsterdam,eredivisie,1,netherlands,out,kenneth vermeer,28,netherlands,ajax amsterdam,netherlands,GK,keeper,77,78,feyenoord rotterdam,eredivisie,1,netherlands,0.9,3.6,0,20,0.38,1.6,0,0,1815,1,0.17,0,0,0,90,0,0,0,0,0,0,2014/2015
ajax amsterdam,eredivisie,1,netherlands,out,danny hoesen,23,netherlands,ajax amsterdam,netherlands,CF,attacker,71,76,fc groningen,eredivisie,1,netherlands,0.72,1.8,371,34,0.72,2.15,8,6,1870,2,0.33,2.0,1,0,128,0,0,0,0,0,0,2014/2015
