club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc bayern munchen,1 bundesliga,1,germany,in,javi martinez,23,spain,athletic bilbao,spain,DM,midfielder,67,73,athletic bilbao,primera division,1,spain,36.0,27.0,0,54.0,0.96,1.67,4.0,1.0,4615,0,0,0,0,0,0,14.0,1.0,2.14,0,0,1260,2012/2013
fc bayern munchen,1 bundesliga,1,germany,in,mario mandzukic,26,croatia,vfl wolfsburg,germany,CF,attacker,79,83,vfl wolfsburg,1 bundesliga,1,germany,11.7,12.6,0,33.0,1.0,1.24,12.0,10.0,2800,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
fc bayern munchen,1 bundesliga,1,germany,in,xherdan shaqiri,20,switzerland,fc basel 1893,switzerland,RW,attacker,78,86,fc basel 1893,raiffeisen super league,1,switzerland,10.62,11.25,736,41.0,0.98,2.12,9.0,12.0,3097,6.0,1.0,1.67,0,2.0,515,0,0,0,0,0,0,2012/2013
fc bayern munchen,1 bundesliga,1,germany,in,dante,28,brazil,borussia monchengladbach,germany,CB,defender,79,80,borussia monchengladbach,1 bundesliga,1,germany,4.23,7.2,0,38.0,1.0,1.82,0,0,3510,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
fc bayern munchen,1 bundesliga,NA,germany,in,mitchell weiser,18,germany,1 fc koln u19,germany,RB,defender,63,77,1 fc koln u19,a jgd bl west,1,germany,0.72,0.9,0,20.0,0.74,1.9,6.0,4.0,1543,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,in,marco reus,23,germany,borussia monchengladbach,germany,SS,attacker,82,84,borussia monchengladbach,1 bundesliga,1,germany,15.39,18.0,371,37.0,1.0,1.92,21.0,14.0,3316,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,in,julian schieber,23,germany,vfb stuttgart,germany,CF,attacker,76,81,vfb stuttgart,1 bundesliga,1,germany,4.95,7.2,0,20.0,0.91,1.6,3.0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,in,leonardo bittencourt,18,germany,fc energie cottbus,germany,AM,midfielder,64,80,fc energie cottbus,2 bundesliga,2,germany,2.43,2.25,0,27.0,0.96,0.96,2.0,0,1541,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,in,oliver kirch,29,germany,1 fc kaiserslautern,germany,DM,midfielder,69,69,1 fc kaiserslautern,2 bundesliga,2,germany,0.315,0.9,0,26.0,0.7,1.0,1.0,1.0,1864,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,out,shinji kagawa,23,japan,borussia dortmund,germany,AM,midfielder,82,86,manchester united,premier league,1,england,14.4,19.8,1101,43.0,0.96,2.12,17.0,14.0,3282,6.0,1.0,0.67,1.0,0,355,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,out,lucas barrios,27,paraguay,borussia dortmund,germany,CF,attacker,81,84,guangzhou evergrande f c ,chinese super league,1,china,7.65,9.0,736,41.0,0.8,2.15,12.0,3.0,1543,3.0,0.75,0,0,0,107,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,out,ivan perisic,23,croatia,borussia dortmund,germany,LW,attacker,77,84,vfl wolfsburg,1 bundesliga,1,germany,7.2,6.3,1274,41.0,0.89,2.07,9.0,6.0,1525,6.0,1.0,0.67,1.0,0,319,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,out,dimitar rangelov,29,bulgaria,borussia dortmund,germany,SS,attacker,71,71,fc luzern,raiffeisen super league,1,switzerland,0.45,1.35,368,31.0,1.0,0.97,12.0,2.0,2578,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,out,chris lowe,23,germany,borussia dortmund,germany,LB,defender,69,74,1 fc kaiserslautern,2 bundesliga,2,germany,0.45,0.9,0,16.0,0.44,1.94,0,0,1297,1.0,0.33,0,0,0,90,0,0,0,0,0,0,2012/2013
borussia dortmund,1 bundesliga,1,germany,out,marco stiepermann,21,germany,borussia dortmund,germany,AM,midfielder,63,72,fc energie cottbus,2 bundesliga,2,germany,0.18,0.36,371,30.0,0.73,1.3,2.0,6.0,2086,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,in,philipp wollscheid,23,germany,1 fc nurnberg,germany,CB,defender,76,81,1 fc nurnberg,1 bundesliga,1,germany,6.3,6.75,0,36.0,1.0,1.31,2.0,0,3183,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,in,daniel carvajal,20,spain,real madrid b castilla ,spain,RB,defender,NA,NA,real madrid b castilla ,segunda division,2,spain,4.5,-,0,38.0,1.0,2.11,2.0,7.0,3374,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,in,junior fernandes,24,chile,club universidad de chile,chile,LW,attacker,NA,NA,club universidad de chile,primera division clausura,1,chile,4.23,0.72,545,28.0,1.0,2.04,14.0,10.0,2343,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,in,arkadiusz milik,18,poland,gornik zabrze,poland,CF,attacker,54,64,gornik zabrze,ekstraklasa,1,poland,2.34,2.25,0,25.0,0.83,1.52,4.0,2.0,1235,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,in,konstantinos stafylidis,18,greece,paok thessaloniki,greece,LB,defender,54,72,paok thessaloniki,super league,1,greece,1.35,0.54,1466,20.0,0.65,1.8,0,3.0,1511,0,0,0,0,0,0,3.0,1.0,1.33,0,0,159,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,out,renato augusto,24,brazil,bayer 04 leverkusen,germany,CM,midfielder,81,86,corinthians sao paulo,campeonato brasileiro serie a,1,brazil,6.03,6.3,0,23.0,0.96,1.17,0,3.0,1666,4.0,1.0,0.75,0,0,247,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,out,eren derdiyok,24,switzerland,bayer 04 leverkusen,germany,CF,attacker,79,82,tsg 1899 hoffenheim,1 bundesliga,1,germany,4.95,6.75,0,33.0,0.87,1.52,10.0,3.0,1481,7.0,1.0,1.43,2.0,0,204,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,out,samed yesil,18,germany,bayer 04 leverkusen,germany,CF,attacker,61,81,fc liverpool,premier league,1,england,1.17,0.54,0,24.0,0.89,2.17,19.0,5.0,1870,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,out,bastian oczipka,23,germany,bayer 04 leverkusen,germany,LB,defender,72,77,eintracht frankfurt,1 bundesliga,1,germany,0.45,1.35,371,14.0,0.41,1.79,0,0,445,3.0,0.5,1.33,0,0,48,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,out,fabian giefer,22,germany,bayer 04 leverkusen,germany,GK,keeper,67,73,fortuna dusseldorf,1 bundesliga,1,germany,0.36,0.45,0,11.0,0.58,1.55,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,out,zvonko pamic,21,croatia,bayer 04 leverkusen,germany,CM,midfielder,66,74,gnk dinamo zagreb,1 hnl,1,croatia,0.207,0.36,914,25.0,0.86,1.2,1.0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
bayer 04 leverkusen,1 bundesliga,1,germany,out,thanos petsos,21,greece,bayer 04 leverkusen,germany,DM,midfielder,70,75,spvgg greuther furth,1 bundesliga,1,germany,0.045,1.13,736,21.0,0.75,1.1,1.0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
fc schalke 04,1 bundesliga,1,germany,in,chinedu obasi,26,nigeria,tsg 1899 hoffenheim,germany,CF,attacker,76,81,tsg 1899 hoffenheim,1 bundesliga,1,germany,3.6,4.05,0,30.0,0.94,1.57,2.0,4.0,1863,0,0,0,0,0,0,5.0,1.0,1.6,0,2.0,252,2012/2013
fc schalke 04,1 bundesliga,1,germany,out,lewis holtby,22,germany,fc schalke 04,germany,AM,midfielder,78,84,tottenham hotspur,premier league,1,england,1.58,9.9,157,41.0,0.98,1.9,9.0,5.0,2981,0,0,0,0,0,0,11.0,1.0,1.64,1.0,1.0,805,2012/2013
fc schalke 04,1 bundesliga,1,germany,out,carlos zambrano,22,peru,fc schalke 04,germany,CB,defender,73,78,fc st pauli,2 bundesliga,2,germany,0.675,1.58,0,10.0,1.0,1.3,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
fc schalke 04,1 bundesliga,1,germany,out,jan moravek,22,czech republic,fc schalke 04,germany,CM,midfielder,73,78,fc augsburg,1 bundesliga,1,germany,0.63,1.58,0,17.0,0.85,2.0,0,1.0,562,0,0,0,0,0,0,4.0,1.0,1.75,0,0,201,2012/2013
fc schalke 04,1 bundesliga,1,germany,out,ciprian deac,26,romania,fc schalke 04,germany,RW,attacker,73,75,cfr cluj,liga 1,1,romania,0.63,1.8,371,42.0,0.95,1.79,11.0,11.0,3565,0,0,0,0,0,0,7.0,1.0,0.57,1.0,1.0,571,2012/2013
fc schalke 04,1 bundesliga,1,germany,out,peer kluge,31,germany,fc schalke 04,germany,DM,midfielder,75,75,hertha bsc,2 bundesliga,2,germany,0.225,0.9,371,3.0,0.27,2.0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
sc freiburg,1 bundesliga,1,germany,in,hendrick zuck,22,germany,1 fc kaiserslautern,germany,LW,attacker,NA,NA,1 fc kaiserslautern,2 bundesliga,2,germany,0.45,0.81,0,35.0,1.0,1.46,7.0,9.0,3145,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
sc freiburg,1 bundesliga,1,germany,in,vegar eggen hedenstad,21,norway,stabaek if,norway,RB,defender,68,78,stabaek if,tippeligaen,1,norway,0.45,1.13,0,17.0,1.0,0.76,2.0,1.0,1425,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
sc freiburg,1 bundesliga,1,germany,in,max kruse,24,germany,fc st pauli,germany,SS,attacker,71,75,fc st pauli,2 bundesliga,2,germany,0.45,2.25,0,35.0,1.0,1.77,13.0,6.0,3101,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
sc freiburg,1 bundesliga,1,germany,out,stefan reisinger,30,germany,sc freiburg,germany,CF,attacker,71,71,fortuna dusseldorf,1 bundesliga,1,germany,0.18,0.9,0,26.0,0.84,0.96,4.0,0,879,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,in,kevin trapp,21,germany,1 fc kaiserslautern,germany,GK,keeper,77,80,1 fc kaiserslautern,2 bundesliga,2,germany,1.35,2.7,0,27.0,0.77,1.0,0,0,2460,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,in,takashi inui,24,japan,vfl bochum,germany,LW,attacker,71,77,vfl bochum,2 bundesliga,2,germany,1.31,2.03,733,32.0,0.97,1.13,7.0,5.0,2817,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,in,olivier occean,30,canada,spvgg greuther furth,germany,CF,attacker,70,70,spvgg greuther furth,1 bundesliga,1,germany,1.17,1.35,733,38.0,1.0,2.13,19.0,11.0,3373,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,in,carlos zambrano,23,peru,fc st pauli,germany,CB,defender,73,78,fc st pauli,2 bundesliga,2,germany,1.08,1.58,0,10.0,1.0,1.3,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,in,bamba anderson,24,brazil,borussia monchengladbach,germany,CB,defender,NA,NA,borussia monchengladbach,1 bundesliga,1,germany,0.72,1.58,703,32.0,1.0,1.91,0,0,2798,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,in,bastian oczipka,23,germany,bayer 04 leverkusen,germany,LB,defender,72,77,bayer 04 leverkusen,1 bundesliga,1,germany,0.45,1.35,371,14.0,0.41,1.79,0,0,445,3.0,0.5,1.33,0,0,48,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,in,vadim demidov,25,norway,real sociedad san sebastian,spain,CB,defender,74,78,real sociedad san sebastian,primera division,1,spain,0.45,3.15,0,27.0,0.79,1.04,0,1.0,2194,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,out,gordon schildenfeld,27,croatia,eintracht frankfurt,germany,CB,defender,71,76,dinamo moskau,premier liga,1,russia,1.8,2.7,0,35.0,1.0,1.94,1.0,2.0,3164,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,out,mohamadou idrissou,32,cameroon,eintracht frankfurt,germany,CF,attacker,72,72,1 fc kaiserslautern,2 bundesliga,2,germany,0.405,1.13,0,27.0,1.0,1.96,14.0,6.0,2044,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,out,benjamin kohler,32,germany,eintracht frankfurt,germany,LM,midfielder,71,71,1 fc kaiserslautern,2 bundesliga,2,germany,0.27,0.9,0,34.0,0.97,2.06,9.0,11.0,2771,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
eintracht frankfurt,1 bundesliga,1,germany,out,georgios tzavellas,24,greece,eintracht frankfurt,germany,CB,defender,73,78,as monaco,ligue 2,NA,france,0.225,1.58,333,19.0,0.95,1.84,1.0,5.0,1588,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
hamburger sv,1 bundesliga,1,germany,in,rafael van der vaart,29,netherlands,tottenham hotspur,england,AM,midfielder,86,87,tottenham hotspur,premier league,1,england,11.7,22.05,674,39.0,0.95,1.82,13.0,8.0,2787,0,0,0,0,0,0,1.0,0.5,3.0,1.0,0,59,2012/2013
hamburger sv,1 bundesliga,1,germany,in,milan badelj,23,croatia,gnk dinamo zagreb,croatia,DM,midfielder,NA,NA,gnk dinamo zagreb,1 hnl,1,croatia,3.6,4.05,296,36.0,0.97,1.94,4.0,6.0,2946,6.0,1.0,0,1.0,0,450,0,0,0,0,0,0,2012/2013
hamburger sv,1 bundesliga,1,germany,in,petr jiracek,26,czech republic,vfl wolfsburg,germany,CM,midfielder,74,77,vfl wolfsburg,1 bundesliga,1,germany,3.6,5.4,1407,41.0,0.95,1.71,6.0,5.0,3213,6.0,1.0,0.83,0,1.0,478,0,0,0,0,0,0,2012/2013
hamburger sv,1 bundesliga,1,germany,in,artjoms rudnevs,24,latvia,lech pozna%C5%84,poland,CF,attacker,77,81,lech pozna%C5%84,ekstraklasa,1,poland,3.15,4.95,1101,33.0,1.0,1.67,25.0,3.0,2709,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
hamburger sv,1 bundesliga,1,germany,in,hakan calhanoglu,18,turkey,karlsruher sc,germany,LW,attacker,NA,NA,karlsruher sc,3 liga,3,germany,2.25,0.9,1056,26.0,0.96,1.42,3.0,3.0,1846,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
hamburger sv,1 bundesliga,1,germany,out,gokhan tore,20,turkey,hamburger sv,germany,RW,attacker,75,81,rubin kazan,premier liga,1,russia,5.4,4.5,710,24.0,0.83,0.96,0,6.0,1642,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
hamburger sv,1 bundesliga,1,germany,out,paolo guerrero,28,peru,hamburger sv,germany,CF,attacker,77,77,corinthians sao paulo,campeonato brasileiro serie a,1,brazil,3.15,5.4,0,40.0,1.0,1.35,12.0,5.0,2887,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
borussia monchengladbach,1 bundesliga,1,germany,in,luuk de jong,21,netherlands,fc twente enschede,netherlands,CF,attacker,78,86,fc twente enschede,eredivisie,1,netherlands,10.8,10.8,0,51.0,1.0,1.82,32.0,17.0,4507,0,0,0,0,0,0,10.0,1.0,2.2,4.0,3.0,887,2012/2013
borussia monchengladbach,1 bundesliga,1,germany,in,granit xhaka,19,switzerland,fc basel 1893,switzerland,DM,midfielder,71,85,fc basel 1893,raiffeisen super league,1,switzerland,7.65,7.65,0,38.0,0.93,2.39,1.0,3.0,2650,8.0,1.0,1.75,0,0,681,0,0,0,0,0,0,2012/2013
borussia monchengladbach,1 bundesliga,1,germany,in,alvaro dominguez,23,spain,atletico madrid,spain,CB,defender,NA,NA,atletico madrid,primera division,1,spain,7.2,7.2,371,41.0,0.75,2.07,4.0,0,2825,0,0,0,0,0,0,10.0,0.67,2.8,1.0,0,555,2012/2013
borussia monchengladbach,1 bundesliga,1,germany,in,peniel mlapa,21,togo,tsg 1899 hoffenheim,germany,CF,attacker,NA,NA,tsg 1899 hoffenheim,1 bundesliga,1,germany,2.25,2.7,736,31.0,0.82,1.13,1.0,1.0,1456,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
