club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc porto,primeira liga,1,portugal,in,alvaro pereira,23,uruguay,cfr cluj,romania,LB,defender,74,82,cfr cluj,liga 1,1,romania,5.85,2.93,0,37,0.97,1.65,2,4,3190,6,1.0,0.67,0,0,540,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,NA,portugal,in,falcao,23,colombia,club atletico river plate,argentina,CF,attacker,78,86,club atletico river plate,torneo final,1,argentina,4.89,5.85,0,36,0.95,0.92,15,3,3019,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,in,fernando belluschi,25,argentina,olympiakos piraus,greece,CM,midfielder,79,84,olympiakos piraus,super league,1,greece,4.5,7.65,0,39,0.93,2.31,8,7,2967,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,NA,portugal,in,sebastian prediger,22,argentina,club atletico colon santa fe ,argentina,DM,midfielder,74,80,club atletico colon santa fe ,torneo final,1,argentina,2.97,1.98,0,33,0.94,1.42,2,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,in,ruben micael,23,portugal,cd nacional,portugal,CM,midfielder,74,85,cd nacional,primeira liga,1,portugal,2.7,1.89,1644,34,0.94,1.65,5,4,2475,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,in,orlando sa,21,portugal,sc braga,portugal,CF,attacker,NA,NA,sc braga,primeira liga,1,portugal,2.7,0.45,0,16,0.62,1.63,2,0,393,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,in,maicon,20,brazil,ec cruzeiro belo horizonte,brazil,CB,defender,75,83,ec cruzeiro belo horizonte,campeonato brasileiro serie a,1,brazil,1.98,0.99,0,38,0.97,1.79,0,1,3301,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,in,david addy,19,ghana,randers fc,denmark,LB,defender,60,76,randers fc,superligaen,1,denmark,0.72,0.225,0,8,0.42,1.63,0,1,384,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,in,miguel lopes,22,portugal,rio ave fc,portugal,RB,defender,71,79,rio ave fc,primeira liga,1,portugal,0.54,1.53,0,29,0.97,1.14,0,2,2418,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,in,beto,27,portugal,leixoes sc,portugal,GK,keeper,79,84,leixoes sc,primeira liga,1,portugal,0.36,3.15,0,32,0.94,1.5,0,0,2910,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,lisandro lopez,26,argentina,fc porto,portugal,CF,attacker,83,85,olympique lyon,ligue 1,1,france,21.6,14.85,0,44,1.0,2.07,17,14,3682,10,1.0,1.5,6,2,900,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,lucho gonzalez,28,argentina,fc porto,portugal,CM,midfielder,77,80,olympique marseille,ligue 1,1,france,17.1,18.9,0,37,0.97,2.03,12,3,3059,9,1.0,1.33,2,0,693,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,aly cissokho,21,france,fc porto,portugal,LB,defender,77,84,olympique lyon,ligue 1,1,france,14.58,10.8,0,40,1.0,1.58,0,3,3487,4,1.0,0.75,0,1,360,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,ibson,25,brazil,fc porto,portugal,CM,midfielder,75,87,spartak moskau,premier liga,1,russia,3.6,4.5,0,15,1.0,1.53,0,4,1178,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,paulo machado,23,portugal,fc porto,portugal,CM,midfielder,75,80,fc toulouse,ligue 1,1,france,3.15,2.88,0,46,0.92,1.24,4,6,3390,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,mario bolatti,24,argentina,fc porto,portugal,DM,midfielder,77,81,ac florenz,serie a,1,italy,3.15,2.25,549,20,0.87,1.9,5,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,joao paulo,28,portugal,fc porto,portugal,CB,defender,69,74,fc le mans,ligue 1,1,france,1.35,2.07,0,28,1.0,1.64,5,3,2363,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,przemyslaw kazmierczak,27,poland,fc porto,portugal,DM,midfielder,68,74,vitoria setubal fc,primeira liga,1,portugal,0.54,1.35,0,27,0.77,1.59,2,2,1350,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc porto,primeira liga,1,portugal,out,vieirinha,23,portugal,fc porto,portugal,RW,attacker,75,86,paok thessaloniki,super league,1,greece,0.27,1.44,371,21,1.0,1.76,1,1,1025,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
