club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
us palermo,serie a,1,italy,out,javier pastore,22,argentina,us palermo,italy,AM,midfielder,83,89,fc paris saint germain,ligue 1,1,france,37.8,18.9,0,45,0.98,1.4,13,7,3804,0,0,0,0,0,0,4,1,1,0,1,345,2011/2012
inter mailand,serie a,1,italy,out,samuel etoo,30,cameroon,inter mailand,italy,CF,attacker,NA,NA,anzhi makhachkala,premier liga,1,russia,24.3,37.8,1046,75,1,1.77,50,22,6498,10,1,1.3,8,5,900,0,0,0,0,0,0,2011/2012
udinese calcio,serie a,1,italy,out,alexis sanchez,22,chile,udinese calcio,italy,LW,attacker,86,88,fc barcelona,primera division,1,spain,23.4,22.5,1080,33,0.92,1.85,12,11,2517,0,0,0,0,0,0,0,0,0,0,0,0,2011/2012
ac mailand,serie a,1,italy,in,zlatan ibrahimovic,29,sweden,fc barcelona,spain,CF,attacker,88,88,fc barcelona,primera division,1,spain,21.6,31.5,1101,42,0.98,1.81,22,12,3446,8,1,1.13,4,0,652,0,0,0,0,0,0,2011/2012
udinese calcio,serie a,1,italy,out,gokhan inler,27,switzerland,udinese calcio,italy,DM,midfielder,80,82,ssc neapel,serie a,1,italy,16.2,13.5,725,36,0.97,1.75,3,5,3095,0,0,0,0,0,0,0,0,0,0,0,0,2011/2012
ssc neapel,serie a,1,italy,in,gokhan inler,27,switzerland,udinese calcio,italy,DM,midfielder,80,82,udinese calcio,serie a,1,italy,16.2,13.5,725,36,0.97,1.75,3,5,3095,0,0,0,0,0,0,0,0,0,0,0,0,2011/2012
as rom,serie a,1,italy,in,erik lamela,19,argentina,club atletico river plate,argentina,RW,attacker,74,86,club atletico river plate,primera b nacional,2,argentina,15.3,4.5,0,34,0.97,1.38,4,6,2756,0,0,0,0,0,0,0,0,0,0,0,0,2011/2012
as rom,serie a,1,italy,in,daniel osvaldo,25,italy,espanyol barcelona,spain,CF,attacker,NA,NA,espanyol barcelona,primera division,1,spain,14.4,9,0,25,1,1.28,13,3,1775,0,0,0,0,0,0,0,0,0,0,0,0,2011/2012
ac mailand,serie a,1,italy,in,stephan el shaarawy,18,italy,fc genua 1893,italy,LW,attacker,73,87,fc genua 1893,serie a,1,italy,13.95,6.3,736,30,0.97,1.6,9,2,1971,0,0,0,0,0,0,0,0,0,0,0,0,2011/2012
fc genua 1893,serie a,1,italy,out,stephan el shaarawy,18,italy,fc genua 1893,italy,LW,attacker,73,87,ac mailand,serie a,1,italy,13.95,6.3,736,30,0.97,1.6,9,2,1971,0,0,0,0,0,0,0,0,0,0,0,0,2011/2012
