club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc girondins bordeaux,ligue 1,1,france,in,fahid ben khalfallah,27,tunisia,fc valenciennes,france,RW,attacker,75,78,fc valenciennes,ligue 1,1,france,4.05,4.5,0,38,0.97,1.34,7,11,2512,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc girondins bordeaux,ligue 1,1,france,in,anthony modeste,22,france,ogc nizza,france,CF,attacker,75,81,ogc nizza,ligue 1,1,france,3.15,2.07,692,40,1.0,1.38,20,0,3442,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc girondins bordeaux,ligue 1,1,france,in,vujadin savic,20,serbia,roter stern belgrad,serbia,CB,defender,65,81,roter stern belgrad,superliga,1,serbia,1.35,0.63,0,17,0.89,2.29,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc girondins bordeaux,ligue 1,1,france,out,yoann gourcuff,24,france,fc girondins bordeaux,france,AM,midfielder,83,88,olympique lyon,ligue 1,1,france,19.8,20.25,0,43,1.0,1.98,9,12,3446,8,1.0,2.38,2,2,675,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,1,france,in,dieumerci mbokani,24,dr congo,standard luttich,belgium,CF,attacker,78,85,standard luttich,jupiler pro league,1,belgium,6.3,7.2,0,38,0.97,1.47,10,10,3293,6,1.0,0.83,1,1,517,6,1.0,1.67,2,2,540,2010/2011
as monaco,ligue 1,1,france,in,chris malonga,23,congo,as nancy lorraine,france,LW,attacker,68,82,as nancy lorraine,ligue 1,1,france,1.17,1.8,0,29,0.81,1.31,4,6,1780,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,NA,france,in,benjamin moukandjo,22,cameroon,olympique nimes,france,CF,attacker,56,71,olympique nimes,ligue 2,1,france,0.45,0.45,0,32,1.0,1.47,3,2,2334,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,1,france,out,nene,28,brazil,as monaco,france,AM,midfielder,NA,NA,fc paris saint germain,ligue 1,1,france,4.5,9.0,0,41,1.0,1.63,15,4,3684,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,1,france,out,juan pablo pino,23,colombia,as monaco,france,RW,attacker,77,84,galatasaray istanbul,super lig,1,turkey,2.7,1.8,0,18,0.86,1.28,1,2,1039,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,1,france,out,eidur gudjohnsen,31,iceland,as monaco,france,CF,attacker,75,82,stoke city,premier league,1,england,2.25,2.7,309,25,0.71,1.72,2,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,1,france,out,diego perez,30,uruguay,as monaco,france,DM,midfielder,76,77,fc bologna,serie a,1,italy,1.8,4.05,0,29,0.85,1.72,0,1,2335,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,1,france,out,yannick sagbo,22,cote d\'ivoire,as monaco,france,CF,attacker,NA,NA,fc evian thonon gaillard,ligue 2,NA,france,0.36,0.765,0,18,0.67,1.28,0,1,402,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as monaco,ligue 1,1,france,out,alejandro alonso,28,argentina,as monaco,france,RM,midfielder,73,76,as saint etienne,ligue 1,1,france,0.18,3.6,0,33,1.0,1.7,2,7,2828,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
olympique marseille,ligue 1,1,france,in,andre pierre gignac,24,france,fc toulouse,france,CF,attacker,81,87,fc toulouse,ligue 1,1,france,14.4,13.05,0,37,0.93,1.32,12,5,3149,0,0,0,0,0,0,3,0.5,1.33,1,0,209,2010/2011
olympique marseille,ligue 1,1,france,in,loic remy,23,france,ogc nizza,france,CF,attacker,78,87,ogc nizza,ligue 1,1,france,13.95,10.8,686,36,1.0,1.11,16,5,3054,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
olympique marseille,ligue 1,1,france,in,cesar azpilicueta,20,spain,ca osasuna,spain,RB,defender,75,83,ca osasuna,primera division,1,spain,5.4,6.3,0,38,0.97,1.21,0,1,3359,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
olympique marseille,ligue 1,1,france,in,rod fanni,29,france,fc stade rennes,france,RB,defender,79,88,fc stade rennes,ligue 1,1,france,3.6,6.75,565,39,0.97,1.44,0,3,3510,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
olympique marseille,ligue 1,1,france,out,mamadou niang,30,senegal,olympique marseille,france,CF,attacker,83,88,fenerbahce istanbul,super lig,1,turkey,8.1,13.5,0,46,0.98,1.91,22,10,3609,6,1.0,1.17,1,2,501,3,0.75,1.33,2,0,255,2010/2011
olympique marseille,ligue 1,1,france,out,hatem ben arfa,23,france,olympique marseille,france,AM,midfielder,78,88,newcastle united,premier league,1,england,5.4,6.3,549,41,0.84,1.9,7,5,2078,3,0.6,0.33,0,0,35,4,1.0,1.75,3,0,121,2010/2011
olympique marseille,ligue 1,1,france,out,bakari kone,28,cote d\'ivoire,olympique marseille,france,RW,attacker,NA,NA,lekhwiya sports club,NA,NA,qatar,3.15,3.6,0,36,0.92,1.97,6,6,1477,4,1.0,1.75,0,1,137,3,0.75,2.0,2,1,217,2010/2011
olympique marseille,ligue 1,1,france,out,mamadou samassa,24,mali,olympique marseille,france,CF,attacker,70,76,fc valenciennes,ligue 1,1,france,0.72,2.52,689,17,1.0,1.41,7,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
olympique marseille,ligue 1,1,france,out,garry bocaly,22,martinique,olympique marseille,france,RB,defender,NA,NA,hsc montpellier,ligue 1,1,france,0.72,1.98,736,18,0.6,1.72,0,1,1168,1,0.5,3.0,0,0,90,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,in,victor montano,26,colombia,hsc montpellier,france,CF,attacker,NA,NA,hsc montpellier,ligue 1,1,france,5.85,3.6,0,37,1.0,1.76,12,4,3112,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,in,razak boukari,23,togo,rc lens,france,RW,attacker,NA,NA,rc lens,ligue 1,1,france,4.5,3.24,0,31,0.97,1.52,5,1,2083,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,in,onyekachi apam,23,nigeria,ogc nizza,france,CB,defender,75,79,ogc nizza,ligue 1,1,france,3.6,4.5,0,24,1.0,1.33,0,0,2106,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,NA,france,in,jean armel kana biyik,20,cameroon,ac le havre,france,CB,defender,NA,NA,ac le havre,ligue 2,1,france,2.25,1.44,0,29,1.0,1.31,0,0,2569,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,in,stephane dalmat,31,france,fc sochaux montbeliard,france,CM,midfielder,74,77,fc sochaux montbeliard,ligue 1,1,france,1.35,3.33,0,34,0.97,1.24,5,1,2875,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,in,georges mandjeck,21,cameroon,vfb stuttgart,germany,DM,midfielder,67,74,vfb stuttgart,1 bundesliga,1,germany,1.08,1.8,371,34,1.0,2.09,0,5,2887,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,in,johann carrasso,22,france,hsc montpellier,france,GK,keeper,69,84,hsc montpellier,ligue 1,1,france,0.9,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,in,john verhoek,21,netherlands,fc den bosch,netherlands,CF,attacker,NA,NA,fc den bosch,jupiler league,2,netherlands,0.45,0.27,0,33,0.94,1.15,8,3,2096,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,out,asamoah gyan,24,ghana,fc stade rennes,france,CF,attacker,75,80,afc sunderland,premier league,1,england,14.4,9.9,0,30,1.0,1.3,13,5,2187,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc stade rennes,ligue 1,1,france,out,ismael bangoura,25,guinea,fc stade rennes,france,CF,attacker,74,88,al nasr dubai ,NA,NA,united arab emirates,7.2,5.4,0,38,0.95,1.55,7,4,1851,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
