club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
psv eindhoven,eredivisie,1,netherlands,in,ola toivonen,22,sweden,malmo ff,sweden,CF,attacker,70,83,malmo ff,allsvenskan,1,sweden,3.6,1.13,0,27,1.0,1.26,14,4,2425,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,1,netherlands,in,stef nijland,19,netherlands,fc groningen,netherlands,AM,midfielder,63,76,fc groningen,eredivisie,1,netherlands,3.6,1.13,0,29,1.0,1.45,6,7,1629,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,1,netherlands,in,andreas isaksson,26,sweden,manchester city,england,GK,keeper,77,80,manchester city,premier league,1,england,2.52,2.7,0,6,0.22,1.67,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,NA,netherlands,in,francisco rodriguez,26,mexico,deportivo guadalajara,mexico,CB,defender,77,79,deportivo guadalajara,liga mx clausura,1,mexico,2.52,2.25,0,45,1.0,1.73,2,2,3964,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,1,netherlands,in,erik pieters,19,netherlands,fc utrecht,netherlands,LB,defender,67,79,fc utrecht,eredivisie,1,netherlands,2.25,1.13,0,36,1.0,1.25,2,3,2977,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,1,netherlands,in,nordin amrabat,21,morocco,vvv venlo,netherlands,RW,attacker,NA,NA,vvv venlo,jupiler league,2,netherlands,2.07,1.8,1466,33,1.0,0.88,10,7,2766,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,NA,netherlands,in,reimond manco,17,peru,alianza lima,peru,AM,midfielder,64,80,alianza lima,torneo descentralizado segunda fase,1,peru,1.26,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,1,netherlands,out,jefferson farfan,23,peru,psv eindhoven,netherlands,RW,attacker,82,87,fc schalke 04,1 bundesliga,1,germany,9.0,13.05,0,39,0.95,1.95,9,6,3120,6,1.0,1.17,1,0,413,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,1,netherlands,out,heurelho gomes,27,brazil,psv eindhoven,netherlands,GK,keeper,NA,NA,tottenham hotspur,premier league,1,england,8.1,6.75,0,47,1.0,1.96,0,0,4229,6,1.0,1.17,0,0,540,0,0,0,0,0,0,2008/2009
psv eindhoven,eredivisie,1,netherlands,out,ismail aissati,19,morocco,psv eindhoven,netherlands,AM,midfielder,NA,NA,ajax amsterdam,eredivisie,1,netherlands,3.6,1.8,0,20,0.69,1.55,0,0,773,3,0.6,0.33,0,0,52,0,0,0,0,0,0,2008/2009
