club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc porto,primeira liga,1,portugal,in,cristian rodriguez,22,uruguay,fc paris saint germain,france,CM,midfielder,78,82,fc paris saint germain,ligue 1,1,france,6.3,3.15,0,35,1.03,1.49,6,5,2862,5,1.0,0.8,0,0,443,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,in,pele,20,portugal,inter mailand,italy,CM,midfielder,74,82,inter mailand,serie a,1,italy,5.4,3.6,0,22,0.67,2.14,2,1,1023,1,1.0,0,0,0,14,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,in,hulk,22,brazil,tokyo verdy,japan,RW,attacker,72,82,tokyo verdy,j league division 1,1,japan,4.95,-,0,16,1.0,1.06,8,1,1375,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,in,cristian sapunaru,24,romania,rapid bukarest,romania,CB,defender,72,78,rapid bukarest,liga 1,1,romania,4.5,1.26,0,34,0.97,1.82,2,0,3048,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,NA,portugal,in,tomas costa,23,argentina,club atletico rosario central,argentina,DM,midfielder,72,75,club atletico rosario central,torneo final,1,argentina,2.88,2.52,0,34,1.0,0.53,2,5,2888,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,in,mariano gonzalez,27,argentina,us palermo,italy,RM,midfielder,73,78,us palermo,serie a,1,italy,2.88,2.25,0,30,1.03,2.0,2,3,1108,6,1.0,0.83,0,0,222,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,NA,portugal,in,nelson benitez,24,argentina,club atletico lanus,argentina,LB,defender,69,70,club atletico lanus,torneo final,1,argentina,0.9,0.9,0,21,0.68,1.19,1,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,in,fredy guarin,22,colombia,as saint etienne,france,CM,midfielder,72,84,as saint etienne,ligue 1,1,france,0.9,1.35,0,20,0.77,1.1,0,1,747,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,in,rolando,22,portugal,cf belenenses lissabon,portugal,CB,defender,NA,NA,cf belenenses lissabon,primeira liga,1,portugal,0.855,1.8,0,32,1.0,1.34,2,1,2880,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,in,aly cissokho,21,france,vitoria setubal fc,portugal,LB,defender,58,68,vitoria setubal fc,primeira liga,1,portugal,0.27,0.54,0,22,0.79,0.82,0,0,1425,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,ricardo quaresma,24,portugal,fc porto,portugal,RW,attacker,NA,NA,inter mailand,serie a,1,italy,22.14,20.7,0,36,1.0,2.22,10,15,3170,8,1.0,1.38,2,1,750,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,bosingwa,25,portugal,fc porto,portugal,RB,defender,82,84,fc chelsea,premier league,1,england,18.45,15.3,720,31,1.0,2.23,1,3,2559,7,1.0,1.57,0,0,594,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,paulo assuncao,28,brazil,fc porto,portugal,DM,midfielder,78,80,atletico madrid,primera division,1,spain,2.7,5.58,0,35,1.0,2.11,0,2,3049,8,1.0,1.38,0,0,741,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,helder postiga,25,portugal,fc porto,portugal,CF,attacker,76,81,sporting lissabon,primeira liga,1,portugal,2.25,3.6,0,27,1.0,1.85,3,0,1189,4,1.0,1.75,0,0,101,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,marek cech,25,slovakia,fc porto,portugal,LB,defender,73,75,west bromwich albion,premier league,1,england,1.62,3.15,0,23,0.88,2.17,0,4,1693,5,0.62,1.8,0,0,211,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,luis aguiar,22,uruguay,fc porto,portugal,CM,midfielder,69,74,sc braga,primeira liga,1,portugal,0.54,1.13,0,18,0.95,0.89,1,5,1136,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,ezequias,27,brazil,fc porto,portugal,LB,defender,NA,NA,fc brasov,liga 1,1,romania,0.225,0.63,0,25,1.0,1.0,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
fc porto,primeira liga,1,portugal,out,edgar silva,21,brazil,fc porto,portugal,CF,attacker,65,70,roter stern belgrad,superliga,1,serbia,0.09,0.9,0,14,1.0,1.57,3,0,682,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
vitoria guimaraes sc,primeira liga,NA,portugal,in,santana carlos,25,angola,ca petroleos luanda,angola,CF,attacker,NA,NA,ca petroleos luanda,NA,1,angola,0.338,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
vitoria guimaraes sc,primeira liga,NA,portugal,in,douglas,22,brazil,america futebol clube mg ,brazil,CF,attacker,66,70,america futebol clube mg ,NA,1,brazil,0.315,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
vitoria guimaraes sc,primeira liga,1,portugal,out,pedro geromel,22,brazil,vitoria guimaraes sc,portugal,CB,defender,NA,NA,1 fc koln,1 bundesliga,1,germany,4.05,1.35,0,29,1.0,1.79,1,0,2610,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
vitoria guimaraes sc,primeira liga,1,portugal,out,miljan mrdakovic,26,serbia,vitoria guimaraes sc,portugal,CF,attacker,NA,NA,shandong luneng taishan f c ,chinese super league,1,china,0.45,0.99,0,27,1.0,1.81,6,2,1981,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
vitoria guimaraes sc,primeira liga,1,portugal,out,jacques momha,26,cameroon,vitoria guimaraes sc,portugal,LB,defender,62,65,genclerbirligi ankara,super lig,1,turkey,0.36,0.63,0,11,1.0,2.0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
sporting lissabon,primeira liga,1,portugal,in,marat izmailov,25,russia,lokomotiv moskau,russia,CM,midfielder,NA,NA,lokomotiv moskau,premier liga,1,russia,4.05,3.15,0,39,1.0,1.54,5,6,2839,6,1.0,1.17,0,2,417,0,0,0,0,0,0,2008/2009
