club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
atletico madrid,primera division,NA,spain,in,eduardo salvio,19,argentina,club atletico lanus,argentina,RW,attacker,NA,NA,club atletico lanus,torneo final,1,argentina,7.2,3.15,1999,35,0.97,1.97,11,4,2566,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,in,sergio asenjo,20,spain,real valladolid,spain,GK,keeper,81,84,real valladolid,primera division,1,spain,4.95,3.6,0,23,0.96,1.0,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,NA,spain,in,leandro cabrera,18,uruguay,defensor sporting club,uruguay,CB,defender,69,75,defensor sporting club,primera division clausura,1,uruguay,1.35,-,0,3,0.6,1.0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,in,roberto,23,spain,recreativo huelva,spain,GK,keeper,70,73,recreativo huelva,segunda division,2,spain,1.13,0.9,0,2,0.05,1.5,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,out,johnny heitinga,25,netherlands,atletico madrid,spain,CB,defender,79,83,fc everton,premier league,1,england,6.12,7.2,0,34,0.83,1.97,3,1,2826,4,0.57,2.5,0,0,321,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,out,florent sinama pongolle,25,france,atletico madrid,spain,SS,attacker,78,85,sporting lissabon,primeira liga,1,portugal,5.85,6.3,1279,42,0.86,1.67,6,4,2090,7,0.88,1.86,0,1,427,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,out,ze castro,26,portugal,atletico madrid,spain,CB,defender,77,81,deportivo la coruna,primera division,1,spain,1.8,2.16,0,37,0.88,1.59,1,1,3103,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,out,cleber santana,28,brazil,atletico madrid,spain,CM,midfielder,75,81,fc sao paulo,campeonato brasileiro serie a,1,brazil,1.35,3.6,1279,40,0.91,1.48,6,1,3058,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,out,gregory coupet,36,france,atletico madrid,spain,GK,keeper,78,83,fc paris saint germain,ligue 1,1,france,0.72,3.6,0,11,0.23,1.09,0,0,990,2,0.29,2.0,0,0,180,0,0,0,0,0,0,2009/2010
atletico madrid,primera division,1,spain,out,miguel de las cuevas,23,spain,atletico madrid,spain,RW,attacker,73,77,sporting gijon,primera division,1,spain,0.27,2.7,0,20,0.51,1.55,0,1,568,5,0.71,1.4,0,0,130,0,0,0,0,0,0,2009/2010
