club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc paris saint germain,ligue 1,1,france,in,edinson cavani,26,uruguay,ssc neapel,italy,CF,attacker,87,89,ssc neapel,serie a,1,italy,58.05,49.5,0,43,1.0,1.74,38,4,3653,0,0,0,0,0,0,7,1.0,0.86,7,1,462,2013/2014
fc paris saint germain,ligue 1,1,france,in,marquinhos,19,brazil,as rom,italy,CB,defender,76,82,as rom,serie a,1,italy,28.26,13.5,0,30,0.83,1.63,0,0,2448,0,0,0,0,0,0,0,0,0,0,0,0,2013/2014
fc paris saint germain,ligue 1,1,france,in,yohan cabaye,28,france,newcastle united,england,CM,midfielder,81,84,newcastle united,premier league,1,england,22.5,18.0,886,35,0.95,1.43,6,2,2689,0,0,0,0,0,0,9,0.82,1.78,0,0,566,2013/2014
fc paris saint germain,ligue 1,1,france,in,lucas digne,19,france,osc lille,france,LB,defender,75,83,osc lille,ligue 1,1,france,13.5,9.0,1084,44,0.96,1.57,3,2,3686,5,1.0,0.6,0,1,368,0,0,0,0,0,0,2013/2014
fc paris saint germain,ligue 1,1,france,out,mamadou sakho,23,france,fc paris saint germain,france,CB,defender,81,83,fc liverpool,premier league,1,england,17.1,13.5,0,34,0.71,2.15,2,0,2746,3,0.38,1.33,0,0,187,0,0,0,0,0,0,2013/2014
fc paris saint germain,ligue 1,1,france,out,kevin gameiro,26,france,fc paris saint germain,france,CF,attacker,78,82,fc sevilla,primera division,1,spain,6.75,9.0,711,32,0.73,2.0,9,3,1168,3,0.43,1.0,0,1,55,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,1,france,in,florian thauvin,20,france,osc lille,france,RW,attacker,70,81,osc lille,ligue 1,1,france,10.8,5.4,1402,35,0.92,1.29,10,4,2522,0,0,0,0,0,0,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,1,france,in,dimitri payet,26,france,osc lille,france,LW,attacker,81,84,osc lille,ligue 1,1,france,7.83,13.5,736,52,1.0,1.54,13,23,4206,6,1.0,0.5,0,1,300,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,1,france,in,giannelli imbula,20,dr congo,ea guingamp,france,DM,midfielder,NA,NA,ea guingamp,ligue 1,1,france,6.75,2.7,0,35,1.0,1.86,2,1,2769,0,0,0,0,0,0,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,1,france,in,mario lemina,20,gabon,fc lorient,france,DM,midfielder,NA,NA,fc lorient,ligue 1,1,france,3.6,0.9,672,14,0.82,1.14,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,NA,france,in,benjamin mendy,18,france,ac le havre,france,LB,defender,65,79,ac le havre,ligue 2,1,france,3.6,1.8,362,32,1.0,1.56,0,3,2821,0,0,0,0,0,0,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,1,france,in,saber khalifa,26,tunisia,fc evian thonon gaillard,france,CF,attacker,75,78,fc evian thonon gaillard,ligue 1,1,france,2.25,3.15,0,29,1.0,1.1,16,6,2421,0,0,0,0,0,0,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,1,france,in,brice dja djedje,23,cote d\'ivoire,fc evian thonon gaillard,france,DM,midfielder,NA,NA,fc evian thonon gaillard,ligue 1,1,france,0.63,2.7,0,31,1.0,1.19,2,2,2637,0,0,0,0,0,0,0,0,0,0,0,0,2013/2014
olympique marseille,ligue 1,1,france,out,rafidine abdullah,19,comoros,olympique marseille,france,DM,midfielder,NA,NA,fc lorient,ligue 1,1,france,0.45,1.35,1037,23,0.52,1.91,0,0,934,0,0,0,0,0,0,5,0.71,1.4,0,0,412,2013/2014
olympique marseille,ligue 1,1,france,out,kassim abdallah,26,comoros,olympique marseille,france,RB,defender,NA,NA,fc evian thonon gaillard,ligue 1,1,france,0.27,1.8,886,25,0.58,1.4,1,1,1763,0,0,0,0,0,0,4,1.0,0.25,0,0,250,2013/2014
