club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc chelsea,premier league,1,england,in,alvaro morata,24,spain,real madrid,spain,CF,attacker,82,86,real madrid,primera division,1,spain,59.4,36.0,0,43,0.8,2.44,20,6,1903,9,0.75,2.0,3,1,196,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,1,england,in,tiemoue bakayoko,22,france,as monaco,france,DM,midfielder,79,85,as monaco,ligue 1,1,france,36.0,14.4,721,51,0.93,2.25,3,1,3907,10,0.91,1.7,1,0,842,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,1,england,in,danny drinkwater,27,england,leicester city,england,CM,midfielder,80,81,leicester city,premier league,1,england,34.11,8.1,1404,43,0.98,1.35,1,3,3772,10,1.0,1.7,0,1,886,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,1,england,in,antonio rudiger,24,germany,as rom,italy,CB,defender,80,84,as rom,serie a,1,italy,31.5,22.5,1092,36,0.97,2.31,1,4,3025,0,0,0,0,0,0,5,1.0,2.4,0,1,376,2017/2018
fc chelsea,premier league,1,england,in,davide zappacosta,25,italy,fc turin,italy,RB,defender,79,84,fc turin,serie a,1,italy,22.5,7.65,674,29,0.81,1.45,1,4,2333,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,1,england,in,emerson,23,italy,as rom,italy,LB,defender,76,80,as rom,serie a,1,italy,18.0,12.6,1250,36,0.77,2.28,1,1,2595,0,0,0,0,0,0,5,0.83,1.6,1,0,373,2017/2018
fc chelsea,premier league,1,england,in,olivier giroud,31,france,fc arsenal,england,CF,attacker,83,83,fc arsenal,premier league,1,england,15.3,18.0,519,40,0.93,1.9,16,7,1780,6,1.0,1.33,2,1,312,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,1,england,in,ross barkley,24,england,fc everton,england,CM,midfielder,81,86,fc everton,premier league,1,england,15.12,22.5,180,39,0.95,1.59,6,9,3150,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,NA,england,in,ethan ampadu,16,wales,exeter city u19,england,CB,defender,NA,NA,exeter city u19,NA,1,england,2.52,-,0,13,0.52,1.23,0,1,937,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,1,england,out,diego costa,29,spain,fc chelsea,england,CF,attacker,86,86,atletico madrid,primera division,1,spain,59.4,45.0,549,42,0.93,2.36,22,8,3490,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc chelsea,premier league,1,england,out,nemanja matic,28,serbia,fc chelsea,england,DM,midfielder,84,84,manchester united,premier league,1,england,40.23,31.5,705,40,0.93,2.4,2,8,3147,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
