club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
inter mailand,serie a,1,italy,out,zlatan ibrahimovic,27,sweden,inter mailand,italy,CF,attacker,88,91,fc barcelona,primera division,1,spain,62.55,40.5,1439,47,0.98,2.13,29,11,4154,8,1,1.13,1,3,674,0,0,0,0,0,0,2009/2010
ac mailand,serie a,1,italy,out,kaka,27,brazil,ac mailand,italy,AM,midfielder,88,92,real madrid,primera division,1,spain,60.3,49.5,0,36,1,2.17,16,12,2953,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
juventus turin,serie a,1,italy,in,diego,24,brazil,sv werder bremen,germany,AM,midfielder,87,90,sv werder bremen,1 bundesliga,1,germany,24.3,26.1,371,39,1,1.62,21,11,3510,5,1,0.8,1,0,450,0,0,0,0,0,0,2009/2010
inter mailand,serie a,1,italy,in,diego milito,30,argentina,fc genua 1893,italy,CF,attacker,85,86,fc genua 1893,serie a,1,italy,22.5,14.4,0,32,1,1.75,26,6,2743,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
juventus turin,serie a,1,italy,in,felipe melo,26,brazil,ac florenz,italy,DM,midfielder,82,85,ac florenz,serie a,1,italy,22.5,8.55,0,40,1,1.58,2,1,3531,6,1,1,0,0,529,0,0,0,0,0,0,2009/2010
fc genua 1893,serie a,1,italy,out,diego milito,30,argentina,fc genua 1893,italy,CF,attacker,85,86,inter mailand,serie a,1,italy,22.5,14.4,0,32,1,1.75,26,6,2743,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
ac florenz,serie a,1,italy,out,felipe melo,26,brazil,ac florenz,italy,DM,midfielder,82,85,juventus turin,serie a,1,italy,22.5,8.55,0,40,1,1.58,2,1,3531,6,1,1,0,0,529,0,0,0,0,0,0,2009/2010
lazio rom,serie a,NA,italy,in,mauro zarate,22,argentina,al sadd sports club,qatar,CF,attacker,84,91,al sadd sports club,NA,1,qatar,18.18,8.1,0,41,0.98,1.56,16,8,3226,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
inter mailand,serie a,1,italy,in,samuel etoo,28,cameroon,fc barcelona,spain,CF,attacker,NA,NA,fc barcelona,primera division,1,spain,18,31.5,0,52,0.93,2.23,36,8,4021,10,0.83,2,4,2,783,0,0,0,0,0,0,2009/2010
as rom,serie a,1,italy,out,alberto aquilani,25,italy,as rom,italy,CM,midfielder,82,88,fc liverpool,premier league,1,england,18,13.5,0,20,0.95,1.4,2,1,1095,4,1,1,0,0,244,0,0,0,0,0,0,2009/2010
ssc neapel,serie a,1,italy,in,fabio quagliarella,26,italy,udinese calcio,italy,CF,attacker,83,88,udinese calcio,serie a,1,italy,16.2,12.6,0,48,0.98,1.63,21,9,3207,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
udinese calcio,serie a,1,italy,out,fabio quagliarella,26,italy,udinese calcio,italy,CF,attacker,83,88,ssc neapel,serie a,1,italy,16.2,12.6,0,48,0.98,1.63,21,9,3207,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
inter mailand,serie a,1,italy,in,wesley sneijder,25,netherlands,real madrid,spain,AM,midfielder,83,87,real madrid,primera division,1,spain,13.5,22.5,1041,28,0.97,2.11,2,2,1793,4,0.8,0.75,0,0,333,0,0,0,0,0,0,2009/2010
inter mailand,serie a,1,italy,out,robert acquafresca,21,italy,inter mailand,italy,CF,attacker,78,86,fc genua 1893,serie a,1,italy,13.5,7.2,0,36,0.97,1.47,14,0,2319,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
ac mailand,serie a,1,italy,in,klaas jan huntelaar,25,netherlands,real madrid,spain,CF,attacker,82,89,real madrid,primera division,1,spain,13.5,18,1428,35,0.95,2.29,17,3,2390,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc genua 1893,serie a,1,italy,in,robert acquafresca,21,italy,inter mailand,italy,CF,attacker,78,86,inter mailand,serie a,1,italy,13.5,7.2,0,36,0.97,1.47,14,0,2319,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
ac mailand,serie a,1,italy,out,yoann gourcuff,22,france,ac mailand,italy,AM,midfielder,85,92,fc girondins bordeaux,ligue 1,1,france,12.15,16.65,0,49,0.96,2.02,15,14,4138,6,1,1.17,2,2,540,0,0,0,0,0,0,2009/2010
ssc neapel,serie a,1,italy,in,luca cigarini,23,italy,atalanta bergamo,italy,DM,midfielder,77,88,atalanta bergamo,serie a,1,italy,9.9,6.3,0,24,0.92,1.17,3,3,1871,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atalanta bergamo,serie a,1,italy,out,luca cigarini,23,italy,atalanta bergamo,italy,DM,midfielder,77,88,ssc neapel,serie a,1,italy,9.9,6.3,0,24,0.92,1.17,3,3,1871,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc genua 1893,serie a,1,italy,in,sergio floccari,27,italy,atalanta bergamo,italy,CF,attacker,81,85,atalanta bergamo,serie a,1,italy,9.45,8.1,0,34,1,1.41,12,7,3035,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc genua 1893,serie a,1,italy,out,leonardo bonucci,22,italy,fc genua 1893,italy,CB,defender,68,75,as bari,serie a,1,italy,9.45,0.36,0,32,0.82,1.06,3,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
as bari,serie a,1,italy,in,leonardo bonucci,22,italy,fc genua 1893,italy,CB,defender,68,75,fc genua 1893,serie a,1,italy,9.45,0.36,0,32,0.82,1.06,3,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
atalanta bergamo,serie a,1,italy,out,sergio floccari,27,italy,atalanta bergamo,italy,CF,attacker,81,85,fc genua 1893,serie a,1,italy,9.45,8.1,0,34,1,1.41,12,7,3035,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
inter mailand,serie a,1,italy,in,thiago motta,26,italy,fc genua 1893,italy,DM,midfielder,NA,NA,fc genua 1893,serie a,1,italy,9.18,6.3,0,27,1,1.78,6,2,2257,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc genua 1893,serie a,1,italy,out,thiago motta,26,italy,fc genua 1893,italy,DM,midfielder,NA,NA,inter mailand,serie a,1,italy,9.18,6.3,0,27,1,1.78,6,2,2257,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
inter mailand,serie a,1,italy,in,mcdonald mariga,22,kenya,fc parma,italy,DM,midfielder,72,83,fc parma,serie a,1,italy,9,5.4,0,37,0.95,1.89,3,1,2420,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc parma,serie a,1,italy,in,daniele galloppa,24,italy,ac siena,italy,CM,midfielder,74,81,ac siena,serie a,1,italy,9,3.6,0,37,0.97,1.27,1,7,3009,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
fc parma,serie a,1,italy,out,mcdonald mariga,22,kenya,fc parma,italy,DM,midfielder,72,83,inter mailand,serie a,1,italy,9,5.4,0,37,0.95,1.89,3,1,2420,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
ac siena,serie a,1,italy,out,daniele galloppa,24,italy,ac siena,italy,CM,midfielder,74,81,fc parma,serie a,1,italy,9,3.6,0,37,0.97,1.27,1,7,3009,0,0,0,0,0,0,0,0,0,0,0,0,2009/2010
