club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
benfica lissabon,primeira liga,1,portugal,in,raul de tomas,24,spain,real madrid,spain,CF,attacker,78,84,real madrid,primera division,1,spain,18.0,18.0,1463,34,1.0,0.85,14,1,2849,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,in,julian weigl,24,germany,borussia dortmund,germany,DM,midfielder,80,84,borussia dortmund,1 bundesliga,1,germany,18.0,20.7,549,25,0.68,2.08,1,0,2073,4,0.67,2.25,0,0,289,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,in,carlos vinicius,24,brazil,ssc neapel,italy,CF,attacker,NA,NA,ssc neapel,serie a,1,italy,15.3,6.3,1446,36,1.0,1.22,16,4,1937,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,in,chiquinho,23,portugal,moreirense fc,portugal,SS,attacker,77,83,moreirense fc,primeira liga,1,portugal,3.6,5.4,1466,38,1.0,1.53,10,8,3142,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,in,jhonder cadiz,23,venezuela,vitoria setubal fc,portugal,CF,attacker,71,78,vitoria setubal fc,primeira liga,1,portugal,2.25,1.8,371,35,1.0,1.0,10,2,2477,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,out,joao felix,19,portugal,benfica lissabon,portugal,SS,attacker,78,89,atletico madrid,primera division,1,spain,113.4,63.0,1463,43,0.86,2.4,20,11,2866,1,0.5,3.0,0,0,77,6,1.0,1.67,3,1,494,2019/2020
benfica lissabon,primeira liga,1,portugal,out,raul jimenez,28,mexico,benfica lissabon,portugal,CF,attacker,78,78,wolverhampton wanderers,premier league,1,england,34.2,31.5,736,44,1.0,1.59,17,8,3550,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,out,raul de tomas,25,spain,benfica lissabon,portugal,CF,attacker,78,84,espanyol barcelona,primera division,1,spain,18.45,13.5,1636,34,1.0,0.85,14,1,2849,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,out,andre carrillo,28,peru,benfica lissabon,portugal,RW,attacker,78,78,al hilal riad,saudi professional league,1,saudi arabia,8.55,6.3,713,33,0.97,2.36,6,8,2787,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
benfica lissabon,primeira liga,1,portugal,out,eduardo salvio,29,argentina,benfica lissabon,portugal,RW,attacker,80,80,club atletico boca juniors,primera division,1,argentina,6.3,9.0,1083,34,0.85,1.97,7,5,1703,4,1.0,1.0,0,1,245,2,1.0,1.5,1,0,66,2019/2020
benfica lissabon,primeira liga,1,portugal,out,luka jovic,21,serbia,benfica lissabon,portugal,CF,attacker,82,88,eintracht frankfurt,1 bundesliga,1,germany,6.3,54.0,736,48,0.96,1.69,27,7,3302,0,0,0,0,0,0,14,1.0,2.14,10,1,952,2019/2020
benfica lissabon,primeira liga,1,portugal,out,pawel dawidowicz,24,poland,benfica lissabon,portugal,CB,defender,69,75,hellas verona,serie a,1,italy,3.15,1.8,371,34,0.87,1.38,1,0,2658,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
