club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc bayern munchen,1 bundesliga,1,germany,in,corentin tolisso,22,france,olympique lyon,france,CM,midfielder,81,88,olympique lyon,ligue 1,1,france,37.35,19.8,1101,47.0,0.96,1.62,14.0,7.0,3907,6.0,1.0,1.33,2.0,1.0,450,8.0,1.0,2.0,2.0,1.0,669,2017/2018
fc bayern munchen,1 bundesliga,1,germany,in,kingsley coman,21,france,juventus turin,italy,LW,attacker,80,87,juventus turin,serie a,1,italy,18.9,18.0,736,25.0,0.71,2.2,2.0,1.0,1116,2.0,0.29,1.5,0,0,64,0,0,0,0,0,0,2017/2018
fc bayern munchen,1 bundesliga,1,germany,in,niklas sule,21,germany,tsg 1899 hoffenheim,germany,CB,defender,82,88,tsg 1899 hoffenheim,1 bundesliga,1,germany,18.0,22.5,736,34.0,1.0,1.79,2.0,3.0,3007,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc bayern munchen,1 bundesliga,1,germany,in,sandro wagner,30,germany,tsg 1899 hoffenheim,germany,CF,attacker,78,78,tsg 1899 hoffenheim,1 bundesliga,1,germany,11.7,8.1,914,33.0,1.0,1.79,12.0,4.0,2811,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc bayern munchen,1 bundesliga,1,germany,in,serge gnabry,21,germany,sv werder bremen,germany,RW,attacker,77,86,sv werder bremen,1 bundesliga,1,germany,7.2,13.5,1101,27.0,0.96,1.15,11.0,2.0,1970,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc bayern munchen,1 bundesliga,1,germany,out,medhi benatia,30,morocco,fc bayern munchen,germany,CB,defender,84,84,juventus turin,serie a,1,italy,15.03,13.5,736,21.0,0.5,2.0,1.0,0,1456,5.0,0.5,2.6,0,0,183,0,0,0,0,0,0,2017/2018
fc bayern munchen,1 bundesliga,1,germany,out,gianluca gaudino,20,germany,fc bayern munchen,germany,CM,midfielder,69,82,chievo verona,serie a,1,italy,0.045,1.13,371,22.0,0.76,1.23,0,0,1477,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,in,kevin kampl,26,slovenia,bayer 04 leverkusen,germany,CM,midfielder,82,84,bayer 04 leverkusen,1 bundesliga,1,germany,18.0,13.5,1039,39.0,1.0,1.08,2.0,4.0,3372,7.0,1.0,1.14,1.0,2.0,624,0,0,0,0,0,0,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,in,jean kevin augustin,20,france,fc paris saint germain,france,CF,attacker,72,81,fc paris saint germain,ligue 1,1,france,14.4,2.7,365,13.0,0.57,2.31,1.0,2.0,338,1.0,0.25,3.0,0,0,0,0,0,0,0,0,0,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,in,bruma,22,portugal,galatasaray istanbul,turkey,LW,attacker,80,86,galatasaray istanbul,super lig,1,turkey,13.5,9.9,371,37.0,0.97,1.81,11.0,9.0,3116,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,in,konrad laimer,20,austria,red bull salzburg,austria,CM,midfielder,68,79,red bull salzburg,bundesliga,1,austria,6.3,7.2,736,43.0,0.93,2.21,4.0,4.0,3263,0,0,0,0,0,0,4.0,0.8,1.5,0,0,306,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,in,yvon mvogo,23,switzerland,bsc young boys,switzerland,GK,keeper,75,82,bsc young boys,raiffeisen super league,1,switzerland,4.5,2.7,371,47.0,0.94,1.74,0,1.0,4290,0,0,0,0,0,0,6.0,1.0,1.33,0,0,540,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,out,oliver burke,20,scotland,rasenballsport leipzig,germany,RW,attacker,70,84,west bromwich albion,premier league,1,england,13.68,6.3,1410,32.0,0.84,1.97,5.0,4.0,1108,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,out,davie selke,22,germany,rasenballsport leipzig,germany,CF,attacker,72,82,hertha bsc,1 bundesliga,1,germany,7.2,5.4,1101,21.0,0.62,1.67,4.0,1.0,436,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
rasenballsport leipzig,1 bundesliga,1,germany,out,marvin compper,32,germany,rasenballsport leipzig,germany,CB,defender,75,75,celtic glasgow,scottish premiership,1,scotland,1.03,0.9,549,26.0,0.96,2.04,2.0,0,2146,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
