club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
benfica lissabon,primeira liga,1,portugal,in,roberto,24,spain,atletico madrid,spain,GK,keeper,76,81,atletico madrid,primera division,1,spain,7.65,1.8,0,19,0.68,1.16,0,0,1645,1,0.5,0,0,0,25,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,NA,portugal,in,nico gaitan,22,argentina,club atletico boca juniors,argentina,AM,midfielder,78,82,club atletico boca juniors,torneo final,1,argentina,7.56,4.5,1466,32,0.97,1.31,7,7,2328,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,1,portugal,in,rodrigo,19,spain,real madrid b castilla ,spain,CF,attacker,67,77,real madrid b castilla ,segunda division b grupo i,3,spain,5.4,-,0,18,0.95,1.83,5,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,NA,portugal,in,franco jara,21,argentina,arsenal de sarandi fc,argentina,CF,attacker,75,81,arsenal de sarandi fc,torneo final,1,argentina,4.95,1.98,0,34,1.0,1.15,7,3,2574,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,NA,portugal,in,jardel,24,brazil,desportivo brasil ltda sp ,brazil,CB,defender,65,67,desportivo brasil ltda sp ,NA,1,brazil,4.03,0.18,0,35,0.97,1.17,2,0,3131,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,1,portugal,in,fabio faria,21,portugal,rio ave fc,portugal,CB,defender,72,80,rio ave fc,primeira liga,1,portugal,1.8,0.9,0,33,0.94,1.12,1,1,2910,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,NA,portugal,in,jan oblak,17,slovenia,nk olimpija ljubljana,slovenia,GK,keeper,66,81,nk olimpija ljubljana,prva liga,1,slovenia,1.53,0.675,0,33,0.89,1.45,0,0,2970,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,NA,portugal,in,jose luis fernandez,23,argentina,racing club de avellaneda,argentina,LM,midfielder,NA,NA,racing club de avellaneda,torneo final,1,argentina,1.35,0.36,0,9,1.0,2.11,1,3,810,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,NA,portugal,in,lionel carole,19,france,fc nantes,france,LB,defender,53,74,fc nantes,ligue 2,1,france,0.675,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,1,portugal,out,angel di maria,22,argentina,benfica lissabon,portugal,RW,attacker,82,89,real madrid,primera division,1,spain,29.7,8.55,0,45,0.98,2.29,10,19,3722,0,0,0,0,0,0,12,1.0,2.17,3,6,972,2010/2011
benfica lissabon,primeira liga,1,portugal,out,david luiz,23,brazil,benfica lissabon,portugal,CB,defender,81,88,fc chelsea,premier league,1,england,22.5,12.6,1614,49,1.0,2.35,3,4,4385,0,0,0,0,0,0,11,1.0,2.09,0,0,990,2010/2011
benfica lissabon,primeira liga,1,portugal,out,ramires,23,brazil,benfica lissabon,portugal,CM,midfielder,79,84,fc chelsea,premier league,1,england,19.8,9.45,0,43,1.0,2.3,5,6,3175,0,0,0,0,0,0,10,1.0,2.0,0,0,828,2010/2011
benfica lissabon,primeira liga,1,portugal,out,rafik halliche,23,algeria,benfica lissabon,portugal,CB,defender,72,78,fc fulham,premier league,1,england,2.25,1.8,682,23,0.82,1.3,1,0,1572,0,0,0,0,0,0,5,0.83,1.0,1,0,426,2010/2011
benfica lissabon,primeira liga,1,portugal,out,ariza makukula,29,portugal,benfica lissabon,portugal,CF,attacker,75,77,manisaspor,super lig,1,turkey,1.53,5.4,673,30,1.0,1.37,21,2,2600,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
benfica lissabon,primeira liga,1,portugal,out,patric,21,brazil,benfica lissabon,portugal,RB,defender,70,77,atletico mineiro,campeonato brasileiro serie a,1,brazil,0.9,1.08,1279,37,0.97,1.22,1,3,3310,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sporting lissabon,primeira liga,NA,portugal,in,marco torsiglieri,22,argentina,club atletico velez sarsfield,argentina,CB,defender,73,81,club atletico velez sarsfield,torneo final,1,argentina,3.06,0.63,0,20,0.56,1.3,1,0,1699,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sporting lissabon,primeira liga,1,portugal,in,jaime valdes,29,chile,atalanta bergamo,italy,CM,midfielder,78,81,atalanta bergamo,serie b,2,italy,2.97,3.6,0,34,0.97,0.88,7,2,2254,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sporting lissabon,primeira liga,1,portugal,in,evaldo,28,brazil,sc braga,portugal,LB,defender,75,78,sc braga,primeira liga,1,portugal,2.7,3.51,0,38,1.0,2.11,2,1,3450,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sporting lissabon,primeira liga,1,portugal,in,alberto zapater,25,spain,fc genua 1893,italy,DM,midfielder,NA,NA,fc genua 1893,serie a,1,italy,1.8,6.75,0,36,0.78,1.36,4,4,2533,0,0,0,0,0,0,5,0.83,1.4,1,1,438,2010/2011
sporting lissabon,primeira liga,1,portugal,in,nuno andre coelho,24,portugal,fc porto,portugal,CB,defender,75,81,fc porto,primeira liga,1,portugal,0.9,1.8,1466,7,0.33,2.29,0,0,535,1,1.0,0,0,0,45,0,0,0,0,0,0,2010/2011
sporting lissabon,primeira liga,NA,portugal,in,diogo salomao,21,portugal,real massama sc,portugal,LW,attacker,71,80,real massama sc,NA,1,portugal,0.09,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sporting lissabon,primeira liga,1,portugal,out,joao moutinho,23,portugal,sporting lissabon,portugal,CM,midfielder,80,87,fc porto,primeira liga,1,portugal,9.9,13.05,0,50,1.0,1.7,9,5,4392,0,0,0,0,0,0,10,1.0,1.6,1,1,860,2010/2011
sporting lissabon,primeira liga,1,portugal,out,miguel veloso,24,portugal,sporting lissabon,portugal,DM,midfielder,78,86,fc genua 1893,serie a,1,italy,8.1,10.35,1071,45,1.0,1.73,11,5,3836,0,0,0,0,0,0,10,1.0,1.6,3,1,822,2010/2011
sporting lissabon,primeira liga,1,portugal,out,liedson,33,portugal,sporting lissabon,portugal,CF,attacker,80,82,corinthians sao paulo,campeonato brasileiro serie a,1,brazil,1.62,9.0,0,46,0.98,1.54,22,10,4053,0,0,0,0,0,0,9,1.0,1.78,4,2,810,2010/2011
fc porto,primeira liga,1,portugal,in,joao moutinho,23,portugal,sporting lissabon,portugal,CM,midfielder,80,87,sporting lissabon,primeira liga,1,portugal,9.9,13.05,0,50,1.0,1.7,9,5,4392,0,0,0,0,0,0,10,1.0,1.6,1,1,860,2010/2011
fc porto,primeira liga,NA,portugal,in,james rodriguez,18,colombia,club atletico banfield,argentina,AM,midfielder,76,89,club atletico banfield,torneo final,1,argentina,6.62,2.25,0,38,1.0,1.97,9,7,3034,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,in,walter,20,brazil,sc internacional porto alegre,brazil,CF,attacker,76,82,sc internacional porto alegre,campeonato brasileiro serie a,1,brazil,5.4,4.5,0,14,1.0,1.64,4,4,874,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,NA,portugal,in,juan iturbe,17,paraguay,quilmes atletico club,argentina,RW,attacker,NA,NA,quilmes atletico club,torneo final,1,argentina,3.83,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,NA,portugal,in,nicolas otamendi,22,argentina,club atletico velez sarsfield,argentina,CB,defender,75,78,club atletico velez sarsfield,torneo final,1,argentina,3.6,4.5,0,27,0.9,1.67,1,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,in,josef,21,brazil,vasco da gama rio de janeiro,brazil,DM,midfielder,NA,NA,vasco da gama rio de janeiro,campeonato brasileiro serie a,1,brazil,2.7,1.8,0,7,1.0,0.71,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,in,emidio rafael,24,portugal,academica coimbra,portugal,LB,defender,69,77,academica coimbra,primeira liga,1,portugal,0.36,0.72,0,32,0.94,1.28,1,5,2743,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,out,bruno alves,28,portugal,fc porto,portugal,CB,defender,82,88,zenit st petersburg,premier liga,1,russia,19.8,16.2,0,57,0.98,2.16,7,3,5131,8,1.0,1.88,1,1,720,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,out,raul meireles,27,portugal,fc porto,portugal,CM,midfielder,80,84,fc liverpool,premier league,1,england,11.7,9.9,0,39,1.0,2.23,4,8,3024,8,1.0,1.88,0,1,698,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,out,ernesto farias,30,argentina,fc porto,portugal,CF,attacker,76,81,ec cruzeiro belo horizonte,campeonato brasileiro serie a,1,brazil,0.99,2.88,0,43,0.8,2.09,13,5,1687,4,0.8,2.25,0,1,39,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,out,nuno andre coelho,24,portugal,fc porto,portugal,CB,defender,75,81,sporting lissabon,primeira liga,1,portugal,0.9,1.8,1466,7,0.33,2.29,0,0,535,1,1.0,0,0,0,45,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,out,milan stepanov,27,serbia,fc porto,portugal,CB,defender,74,80,bursaspor,super lig,1,turkey,0.72,1.62,371,13,0.87,1.31,0,1,948,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc porto,primeira liga,1,portugal,out,pele,22,portugal,fc porto,portugal,CM,midfielder,67,81,eskisehirspor,super lig,1,turkey,0.612,2.52,736,25,0.89,1.12,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
cd nacional,primeira liga,NA,portugal,in,rene mihelic,21,slovenia,nk maribor,slovenia,AM,midfielder,65,82,nk maribor,prva liga,1,slovenia,0.81,0.72,0,42,1.0,1.64,6,10,3028,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
cd nacional,primeira liga,NA,portugal,in,dejan skolnik,21,croatia,nk maribor,slovenia,LM,midfielder,NA,NA,nk maribor,prva liga,1,slovenia,0.45,0.45,1101,36,0.95,1.81,4,3,2777,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sc braga,primeira liga,1,portugal,in,silvio,22,portugal,rio ave fc,portugal,RB,defender,72,75,rio ave fc,primeira liga,1,portugal,0.27,0.72,371,37,1.0,1.22,0,2,3361,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sc braga,primeira liga,1,portugal,in,vinicius,24,brazil,sporting olhanense,portugal,CM,midfielder,62,67,sporting olhanense,primeira liga,1,portugal,0.18,0.315,0,22,0.88,1.32,4,0,1644,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sc braga,primeira liga,1,portugal,in,custodio,27,portugal,vitoria guimaraes sc,portugal,DM,midfielder,70,74,vitoria guimaraes sc,primeira liga,1,portugal,0.09,1.35,0,22,0.73,1.41,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sc braga,primeira liga,1,portugal,out,eduardo,27,portugal,sc braga,portugal,GK,keeper,80,83,fc genua 1893,serie a,1,italy,4.05,7.02,1101,34,0.89,2.18,0,0,3090,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sc braga,primeira liga,1,portugal,out,evaldo,28,brazil,sc braga,portugal,LB,defender,75,78,sporting lissabon,primeira liga,1,portugal,2.7,3.51,0,38,1.0,2.11,2,1,3450,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
sc braga,primeira liga,1,portugal,out,matheus,27,brazil,sc braga,portugal,RW,attacker,73,74,dnipro dnipropetrovsk,premier liga,1,ukraine,0.9,2.34,0,39,1.0,2.13,8,1,1637,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
cs maritimo,primeira liga,1,portugal,out,manu,27,portugal,cs maritimo,portugal,RW,attacker,NA,NA,legia warschau,ekstraklasa,1,poland,0.09,1.17,0,29,0.97,1.34,3,2,2254,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
vitoria guimaraes sc,primeira liga,NA,portugal,in,mahamadou ndiaye,20,mali,wydad athletic club casablanca,morocco,CB,defender,NA,NA,wydad athletic club casablanca,NA,1,morocco,0.45,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
vitoria guimaraes sc,primeira liga,1,portugal,in,marcelo toscano,25,brazil,parana clube,brazil,CF,attacker,66,72,parana clube,campeonato brasileiro serie b,2,brazil,0.45,0.45,1007,15,1.0,1.27,5,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
vitoria guimaraes sc,primeira liga,NA,portugal,in,bebe,19,portugal,cf estrela amadora,portugal,LW,attacker,NA,NA,cf estrela amadora,NA,1,portugal,0.045,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
