club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc bayern munchen,1 bundesliga,1,germany,in,renato sanches,18,portugal,benfica lissabon,portugal,CM,midfielder,76,88,benfica lissabon,primeira liga,1,portugal,31.5,18.0,1831,47.0,0.94,2.38,6.0,1.0,3728,6.0,0.86,1.33,0,0,540,0,0,0,0,0,0,2016/2017
fc bayern munchen,1 bundesliga,1,germany,in,mats hummels,27,germany,borussia dortmund,germany,CB,defender,86,87,borussia dortmund,1 bundesliga,1,germany,31.5,34.2,371,50.0,0.96,2.24,3.0,4.0,4210,0,0,0,0,0,0,10.0,0.91,1.9,1.0,1.0,828,2016/2017
fc bayern munchen,1 bundesliga,1,germany,out,mario gotze,24,germany,fc bayern munchen,germany,CF,attacker,84,88,borussia dortmund,1 bundesliga,1,germany,19.8,31.5,350,21.0,0.68,2.67,6.0,4.0,1279,4.0,0.5,2.5,2.0,0,137,0,0,0,0,0,0,2016/2017
fc bayern munchen,1 bundesliga,1,germany,out,pierre emile hojbjerg,20,denmark,fc bayern munchen,germany,CM,midfielder,74,82,fc southampton,premier league,1,england,13.5,5.4,725,31.0,0.79,1.68,0,2.0,1690,0,0,0,0,0,0,6.0,0.86,2.33,0,0,358,2016/2017
fc bayern munchen,1 bundesliga,1,germany,out,sebastian rode,25,germany,fc bayern munchen,germany,CM,midfielder,79,81,borussia dortmund,1 bundesliga,1,germany,10.8,7.2,736,17.0,0.45,2.59,1.0,2.0,553,1.0,0.17,3.0,0,1.0,120,0,0,0,0,0,0,2016/2017
fc bayern munchen,1 bundesliga,1,germany,out,julian green,21,united states,fc bayern munchen,germany,AM,midfielder,67,74,vfb stuttgart,2 bundesliga,2,germany,0.27,0.45,184,29.0,1.0,1.55,10.0,4.0,2254,1.0,1.0,3.0,0,0,62,0,0,0,0,0,0,2016/2017
borussia dortmund,1 bundesliga,1,germany,in,andre schurrle,25,germany,vfl wolfsburg,germany,LW,attacker,79,83,vfl wolfsburg,1 bundesliga,1,germany,27.0,16.2,1079,41.0,1.0,1.56,12.0,7.0,2588,10.0,1.0,2.1,2.0,2.0,599,0,0,0,0,0,0,2016/2017
borussia dortmund,1 bundesliga,1,germany,in,mario gotze,24,germany,fc bayern munchen,germany,CF,attacker,84,88,fc bayern munchen,1 bundesliga,1,germany,19.8,31.5,350,21.0,0.68,2.67,6.0,4.0,1279,4.0,0.5,2.5,2.0,0,137,0,0,0,0,0,0,2016/2017
borussia dortmund,1 bundesliga,1,germany,in,ousmane dembele,19,france,fc stade rennes,france,RW,attacker,76,89,fc stade rennes,ligue 1,1,france,13.5,10.8,736,29.0,1.0,1.31,12.0,5.0,2111,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
borussia dortmund,1 bundesliga,NA,germany,in,raphael guerreiro,22,portugal,fc lorient,france,LM,midfielder,75,81,fc lorient,relegation ligue 1,NA,france,10.8,8.1,371,41.0,0.95,1.34,3.0,2.0,3044,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
