club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
juventus turin,serie a,1,italy,out,leonardo bonucci,30,italy,juventus turin,italy,CB,defender,87,87,ac mailand,serie a,1,italy,37.8,40.5,1445,45,0.94,2.22,5,1,3741,11,1,2.18,1,1,968,0,0,0,0,0,0,2017/2018
ac mailand,serie a,1,italy,in,leonardo bonucci,30,italy,juventus turin,italy,CB,defender,87,87,juventus turin,serie a,1,italy,37.8,40.5,1445,45,0.94,2.22,5,1,3741,11,1,2.18,1,1,968,0,0,0,0,0,0,2017/2018
as rom,serie a,1,italy,out,mohamed salah,25,egypt,as rom,italy,RW,attacker,82,85,fc liverpool,premier league,1,england,37.8,31.5,736,41,0.91,2.1,19,15,3185,0,0,0,0,0,0,6,0.67,2.17,2,1,373,2017/2018
ac florenz,serie a,1,italy,out,federico bernardeschi,23,italy,ac florenz,italy,RW,attacker,81,87,juventus turin,serie a,1,italy,36,27,712,42,0.98,1.64,14,5,2851,0,0,0,0,0,0,8,1,2,2,1,409,2017/2018
juventus turin,serie a,1,italy,in,federico bernardeschi,23,italy,ac florenz,italy,RW,attacker,81,87,ac florenz,serie a,1,italy,36,27,712,42,0.98,1.64,14,5,2851,0,0,0,0,0,0,8,1,2,2,1,409,2017/2018
ac mailand,serie a,1,italy,in,andre silva,21,portugal,fc porto,portugal,CF,attacker,78,86,fc porto,primeira liga,1,portugal,34.2,19.8,1466,44,0.96,2,21,8,3399,8,1,1.38,4,2,603,0,0,0,0,0,0,2017/2018
as rom,serie a,1,italy,out,antonio rudiger,24,germany,as rom,italy,CB,defender,80,84,fc chelsea,premier league,1,england,31.5,22.5,1092,36,0.97,2.31,1,4,3025,0,0,0,0,0,0,5,1,2.4,0,1,376,2017/2018
inter mailand,serie a,1,italy,in,milan skriniar,22,slovakia,uc sampdoria,italy,CB,defender,72,80,uc sampdoria,serie a,1,italy,30.6,6.3,1094,35,0.92,1.17,0,0,2998,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
uc sampdoria,serie a,1,italy,out,milan skriniar,22,slovakia,uc sampdoria,italy,CB,defender,72,80,inter mailand,serie a,1,italy,30.6,6.3,1094,35,0.92,1.17,0,0,2998,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
atalanta bergamo,serie a,1,italy,out,alessandro bastoni,18,italy,atalanta bergamo,italy,CB,defender,64,84,inter mailand,serie a,1,italy,27.99,1.35,0,20,0.53,2,5,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
inter mailand,serie a,1,italy,in,alessandro bastoni,18,italy,atalanta bergamo,italy,CB,defender,64,84,atalanta bergamo,serie a,1,italy,27.99,1.35,0,20,0.53,2,5,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
lazio rom,serie a,1,italy,out,keita balde,22,senegal,lazio rom,italy,LW,attacker,81,89,as monaco,ligue 1,1,france,27,22.5,0,34,1,1.88,16,5,2075,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
juventus turin,serie a,1,italy,in,blaise matuidi,30,france,fc paris saint germain,france,CM,midfielder,85,85,fc paris saint germain,ligue 1,1,france,22.5,27,322,52,0.95,2.35,7,5,3720,8,1,1.88,2,1,701,0,0,0,0,0,0,2017/2018
fc turin,serie a,1,italy,out,davide zappacosta,25,italy,fc turin,italy,RB,defender,79,84,fc chelsea,premier league,1,england,22.5,7.65,674,29,0.81,1.45,1,4,2333,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
uc sampdoria,serie a,1,italy,out,luis muriel,26,colombia,uc sampdoria,italy,CF,attacker,77,80,fc sevilla,primera division,1,spain,22.05,15.3,725,33,0.94,1.39,13,5,2415,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
atalanta bergamo,serie a,1,italy,out,andrea conti,23,italy,atalanta bergamo,italy,RB,defender,75,83,ac mailand,serie a,1,italy,21.6,9,0,35,0.92,1.86,8,5,2767,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
ac florenz,serie a,1,italy,out,matias vecino,25,uruguay,ac florenz,italy,CM,midfielder,78,81,inter mailand,serie a,1,italy,21.6,11.7,1433,40,0.98,1.65,4,4,3017,0,0,0,0,0,0,7,1,2.14,1,0,515,2017/2018
inter mailand,serie a,1,italy,in,matias vecino,25,uruguay,ac florenz,italy,CM,midfielder,78,81,ac florenz,serie a,1,italy,21.6,11.7,1433,40,0.98,1.65,4,4,3017,0,0,0,0,0,0,7,1,2.14,1,0,515,2017/2018
ac mailand,serie a,1,italy,in,andrea conti,23,italy,atalanta bergamo,italy,RB,defender,75,83,atalanta bergamo,serie a,1,italy,21.6,9,0,35,0.92,1.86,8,5,2767,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
ac mailand,serie a,1,italy,in,hakan calhanoglu,23,turkey,bayer 04 leverkusen,germany,LW,attacker,NA,NA,bayer 04 leverkusen,1 bundesliga,1,germany,20.97,18,733,22,0.96,1.41,7,7,1590,6,1,1.67,1,2,357,0,0,0,0,0,0,2017/2018
as rom,serie a,1,italy,out,leandro paredes,23,argentina,as rom,italy,DM,midfielder,77,84,zenit st petersburg,premier liga,1,russia,20.7,11.7,736,41,0.85,2.17,3,1,2392,0,0,0,0,0,0,8,0.89,1.75,0,0,548,2017/2018
inter mailand,serie a,1,italy,in,dalbert,23,brazil,ogc nizza,france,LB,defender,77,84,ogc nizza,ligue 1,1,france,18.9,4.5,1426,38,0.97,1.87,0,2,3258,0,0,0,0,0,0,4,0.8,0.75,0,0,313,2017/2018
juventus turin,serie a,1,italy,out,kingsley coman,21,france,juventus turin,italy,LW,attacker,80,87,fc bayern munchen,1 bundesliga,1,germany,18.9,18,736,25,0.71,2.2,2,1,1116,2,0.29,1.5,0,0,64,0,0,0,0,0,0,2017/2018
fc genua 1893,serie a,1,italy,out,pietro pellegri,16,italy,fc genua 1893,italy,CF,attacker,NA,NA,as monaco,ligue 1,1,france,18.81,7.2,523,22,0.79,1.64,9,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
atalanta bergamo,serie a,1,italy,out,roberto gagliardini,23,italy,atalanta bergamo,italy,CM,midfielder,77,85,inter mailand,serie a,1,italy,18.45,13.5,1434,33,0.82,1.85,2,3,2560,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
inter mailand,serie a,1,italy,in,roberto gagliardini,23,italy,atalanta bergamo,italy,CM,midfielder,77,85,atalanta bergamo,serie a,1,italy,18.45,13.5,1434,33,0.82,1.85,2,3,2560,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
juventus turin,serie a,1,italy,in,juan cuadrado,29,colombia,fc chelsea,england,RW,attacker,83,83,fc chelsea,premier league,1,england,18,22.5,736,45,0.85,2.33,3,10,2907,12,0.92,2.42,1,1,585,0,0,0,0,0,0,2017/2018
ssc neapel,serie a,1,italy,in,nikola maksimovic,25,serbia,fc turin,italy,CB,defender,79,83,fc turin,serie a,1,italy,18,9,371,12,0.27,1.75,1,0,1026,2,0.29,2,0,0,169,0,0,0,0,0,0,2017/2018
as rom,serie a,1,italy,out,emerson,23,italy,as rom,italy,LB,defender,76,80,fc chelsea,premier league,1,england,18,12.6,1250,36,0.77,2.28,1,1,2595,0,0,0,0,0,0,5,0.83,1.6,1,0,373,2017/2018
fc turin,serie a,1,italy,out,nikola maksimovic,25,serbia,fc turin,italy,CB,defender,79,83,ssc neapel,serie a,1,italy,18,9,371,12,0.27,1.75,1,0,1026,2,0.29,2,0,0,169,0,0,0,0,0,0,2017/2018
lazio rom,serie a,1,italy,out,lucas biglia,31,argentina,lazio rom,italy,DM,midfielder,82,82,ac mailand,serie a,1,italy,17.73,18,0,34,0.97,1.91,5,3,2711,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
ac mailand,serie a,1,italy,in,lucas biglia,31,argentina,lazio rom,italy,DM,midfielder,82,82,lazio rom,serie a,1,italy,17.73,18,0,34,0.97,1.91,5,3,2711,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
ac mailand,serie a,1,italy,in,mateo musacchio,26,argentina,fc villarreal,spain,CB,defender,83,86,fc villarreal,primera division,1,spain,16.2,16.2,371,30,0.86,1.47,0,2,2646,0,0,0,0,0,0,4,0.67,1.25,0,0,309,2017/2018
juventus turin,serie a,1,italy,out,mario lemina,23,gabon,juventus turin,italy,DM,midfielder,77,83,fc southampton,premier league,1,england,15.53,6.75,1062,29,0.67,2.31,1,0,1226,7,0.78,2,0,0,270,0,0,0,0,0,0,2017/2018
ac florenz,serie a,1,italy,in,giovanni simeone,22,argentina,fc genua 1893,italy,CF,attacker,74,85,fc genua 1893,serie a,1,italy,15.3,9,1419,36,0.95,0.92,13,2,2736,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
fc genua 1893,serie a,1,italy,out,giovanni simeone,22,argentina,fc genua 1893,italy,CF,attacker,74,85,ac florenz,serie a,1,italy,15.3,9,1419,36,0.95,0.92,13,2,2736,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
juventus turin,serie a,1,italy,in,medhi benatia,30,morocco,fc bayern munchen,germany,CB,defender,84,84,fc bayern munchen,1 bundesliga,1,germany,15.03,13.5,736,21,0.5,2,1,0,1456,5,0.5,2.6,0,0,183,0,0,0,0,0,0,2017/2018
juventus turin,serie a,1,italy,out,simone zaza,26,italy,juventus turin,italy,CF,attacker,79,82,fc valencia,primera division,1,spain,14.4,13.5,1101,31,0.89,1.39,6,1,1947,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
lazio rom,serie a,1,italy,out,wesley hoedt,23,netherlands,lazio rom,italy,CB,defender,77,83,fc southampton,premier league,1,england,14.4,6.75,683,26,0.62,2.04,3,0,2106,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
as rom,serie a,1,italy,in,rick karsdorp,22,netherlands,feyenoord rotterdam,netherlands,RB,defender,78,84,feyenoord rotterdam,eredivisie,1,netherlands,14.4,8.1,1466,42,0.98,2.17,1,7,3580,0,0,0,0,0,0,6,1,1.17,0,0,540,2017/2018
inter mailand,serie a,1,italy,out,gianluca caprari,23,italy,inter mailand,italy,SS,attacker,73,80,uc sampdoria,serie a,1,italy,13.5,5.4,1466,36,1,0.58,9,5,3202,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
ac mailand,serie a,1,italy,in,ricardo rodriguez,24,switzerland,vfl wolfsburg,germany,LB,defender,80,83,vfl wolfsburg,1 bundesliga,1,germany,13.5,15.3,736,27,1,1.07,2,3,2289,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
uc sampdoria,serie a,1,italy,in,gianluca caprari,23,italy,inter mailand,italy,SS,attacker,73,80,inter mailand,serie a,1,italy,13.5,5.4,1466,36,1,0.58,9,5,3202,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
as rom,serie a,1,italy,in,cengiz under,20,turkey,istanbul buyuksehir belediyespor,turkey,RW,attacker,74,83,istanbul buyuksehir belediyespor,super lig,1,turkey,12.83,4.5,1450,43,1,2.02,9,7,3292,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
juventus turin,serie a,1,italy,in,wojciech szczesny,27,poland,fc arsenal,england,GK,keeper,81,84,fc arsenal,premier league,1,england,12.6,15.3,352,39,0.72,2.23,0,0,3510,0,0,0,0,0,0,0,0,0,0,0,0,2017/2018
