club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc arsenal,premier league,1,england,in,laurent koscielny,24,france,fc lorient,france,CB,defender,76,85,fc lorient,ligue 1,1,france,11.25,4.5,1094,40,1.0,1.58,4,0,3501,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc arsenal,premier league,1,england,in,sebastien squillaci,30,france,fc sevilla,spain,CB,defender,81,84,fc sevilla,primera division,1,spain,5.85,7.2,0,21,0.75,1.9,3,1,1710,4,0.8,2.5,2,0,360,0,0,0,0,0,0,2010/2011
fc arsenal,premier league,1,england,in,wellington silva,18,brazil,fluminense football club,brazil,RW,attacker,69,85,fluminense football club,campeonato brasileiro serie a,1,brazil,3.6,0.72,0,2,0.5,1.5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc arsenal,premier league,1,england,out,eduardo,27,croatia,fc arsenal,england,CF,attacker,81,87,shakhtar donetsk,premier liga,1,ukraine,6.48,9.45,1445,32,0.82,2.09,5,8,1546,4,0.57,2.25,1,1,150,0,0,0,0,0,0,2010/2011
fc arsenal,premier league,1,england,out,nacer barazite,20,netherlands,fc arsenal,england,AM,midfielder,68,82,fk austria wien,bundesliga,1,austria,0.36,0.585,519,10,1.0,2.5,4,1,791,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc everton,premier league,1,england,in,magaye gueye,19,senegal,racing strassburg,france,CF,attacker,NA,NA,racing strassburg,championnat national,3,france,1.26,0.81,0,26,1.0,0.77,10,2,1513,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc everton,premier league,1,england,in,apostolos vellios,19,greece,iraklis thessaloniki,greece,CF,attacker,NA,NA,iraklis thessaloniki,super league,1,greece,0.27,0.54,0,9,1.0,0.33,2,0,95,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc everton,premier league,1,england,out,steven pienaar,28,south africa,fc everton,england,LW,attacker,79,84,tottenham hotspur,premier league,1,england,3.24,8.55,0,38,1.0,1.76,7,5,3327,0,0,0,0,0,0,4,1.0,2.25,2,0,337,2010/2011
fc everton,premier league,1,england,out,lukas jutkiewicz,21,england,fc everton,england,CF,attacker,66,72,coventry city,championship,2,england,0.54,0.72,371,36,0.97,1.33,12,3,2593,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc everton,premier league,1,england,out,john ruddy,23,england,fc everton,england,GK,keeper,67,75,norwich city,championship,2,england,0.54,0.675,0,39,1.0,1.33,0,0,3495,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
