club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
borussia dortmund,1 bundesliga,1,germany,in,robert lewandowski,21,poland,lech pozna%C5%84,poland,CF,attacker,76,85,lech pozna%C5%84,ekstraklasa,1,poland,4.28,4.05,0,34.0,1.0,2.15,21.0,8.0,3127,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
borussia dortmund,1 bundesliga,1,germany,in,mitchell langerak,21,australia,melbourne victory,australia,GK,keeper,65,80,melbourne victory,a league,1,australia,0.45,0.225,0,21.0,0.58,1.48,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
borussia dortmund,1 bundesliga,1,germany,out,nelson valdez,26,paraguay,borussia dortmund,germany,CF,attacker,75,77,hercules alicante,primera division,1,spain,3.15,3.6,0,31.0,0.97,1.61,5.0,5.0,1875,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
borussia dortmund,1 bundesliga,1,germany,out,marc ziegler,34,germany,borussia dortmund,germany,GK,keeper,72,75,vfb stuttgart,1 bundesliga,1,germany,0.27,0.45,0,5.0,0.14,1.2,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
borussia dortmund,1 bundesliga,1,germany,out,uwe hunemeier,24,germany,borussia dortmund,germany,CB,defender,65,71,fc energie cottbus,2 bundesliga,2,germany,0.09,0.36,0,34.0,0.89,1.12,6.0,1.0,2936,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc bayern munchen,1 bundesliga,1,germany,in,luiz gustavo,23,brazil,tsg 1899 hoffenheim,germany,DM,midfielder,75,82,tsg 1899 hoffenheim,1 bundesliga,1,germany,15.3,5.85,0,30.0,1.0,1.4,0,1.0,2356,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc bayern munchen,1 bundesliga,1,germany,out,jose sosa,25,argentina,fc bayern munchen,germany,CM,midfielder,NA,NA,ssc neapel,serie a,1,italy,2.7,2.7,310,32.0,0.91,2.16,5.0,10.0,2247,1.0,0.5,3.0,0,0,4,0,0,0,0,0,0,2010/2011
fc bayern munchen,1 bundesliga,1,germany,out,martin demichelis,30,argentina,fc bayern munchen,germany,CB,defender,80,85,fc malaga,primera division,1,spain,2.7,7.2,549,34.0,0.97,2.29,1.0,0,2651,9.0,0.9,2.0,0,0,764,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,in,klaas jan huntelaar,27,netherlands,ac mailand,italy,CF,attacker,80,86,ac mailand,serie a,1,italy,12.6,11.7,1040,30.0,0.67,1.57,7.0,0,1360,3.0,0.38,1.0,0,0,170,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,in,jose manuel jurado,24,spain,atletico madrid,spain,AM,midfielder,NA,NA,atletico madrid,primera division,1,spain,9.9,8.1,1039,64.0,1.0,1.34,9.0,8.0,4146,6.0,1.0,0.5,0,0,330,9.0,1.0,1.56,0,1.0,528,2010/2011
fc schalke 04,1 bundesliga,1,germany,in,ciprian deac,24,romania,cfr cluj,romania,RW,attacker,74,77,cfr cluj,liga 1,1,romania,2.7,0.9,0,35.0,1.0,1.83,2.0,4.0,2325,0,0,0,0,0,0,6.0,1.0,0.5,0,0,410,2010/2011
fc schalke 04,1 bundesliga,NA,germany,in,sergio escudero,20,spain,real murcia,spain,LB,defender,69,79,real murcia,NA,1,spain,2.07,0.9,0,28.0,0.9,1.43,1.0,0,2520,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,in,kyriakos papadopoulos,18,greece,olympiakos piraus,greece,CB,defender,71,84,olympiakos piraus,super league,1,greece,1.8,1.35,0,9.0,0.56,1.67,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,in,anthony annan,24,ghana,rosenborg trondheim,norway,DM,midfielder,78,85,rosenborg trondheim,tippeligaen,1,norway,1.8,2.7,0,30.0,1.0,2.1,0,1.0,2634,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,in,atsuto uchida,22,japan,kashima antlers,japan,RB,defender,73,76,kashima antlers,j league division 1,1,japan,1.17,4.5,1281,17.0,0.94,2.12,1.0,1.0,1498,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,in,hans sarpei,34,ghana,bayer 04 leverkusen,germany,LB,defender,70,74,bayer 04 leverkusen,1 bundesliga,1,germany,0.36,0.45,0,14.0,0.44,1.29,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,out,rafinha,24,brazil,fc schalke 04,germany,RB,defender,79,86,fc genua 1893,serie a,1,italy,7.2,10.8,336,35.0,0.97,2.03,2.0,8.0,3030,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,out,heiko westermann,26,germany,fc schalke 04,germany,CB,defender,81,83,hamburger sv,1 bundesliga,1,germany,6.75,8.1,0,31.0,1.0,1.94,3.0,4.0,2820,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc schalke 04,1 bundesliga,1,germany,out,ivan rakitic,22,croatia,fc schalke 04,germany,CM,midfielder,78,84,fc sevilla,primera division,1,spain,2.25,8.1,0,33.0,0.85,2.0,7.0,3.0,2454,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
