club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
manchester united,premier league,1,england,in,dimitar berbatov,27,bulgaria,tottenham hotspur,england,CF,attacker,86,87,tottenham hotspur,premier league,1,england,34.2,23.4,0,52,0.98,1.31,23,14,4327,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
manchester united,premier league,1,england,in,zoran tosic,21,serbia,fk partizan belgrad,serbia,RW,attacker,NA,NA,fk partizan belgrad,superliga,1,serbia,6.3,3.83,0,32,1.0,2.5,8,4,2417,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
manchester united,premier league,1,england,in,ritchie de laet,20,belgium,stoke city,england,RB,defender,46,65,stoke city,premier league,1,england,0.225,0.27,0,1,0.5,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,2008/2009
manchester united,premier league,1,england,out,gerard pique,21,spain,manchester united,england,CB,defender,NA,NA,fc barcelona,primera division,1,spain,4.5,4.95,0,13,0.52,2.23,2,1,822,3,0.33,2.33,2,0,252,0,0,0,0,0,0,2008/2009
manchester united,premier league,1,england,out,chris eagles,22,england,manchester united,england,RW,attacker,66,80,fc burnley,championship,2,england,1.35,0.72,0,6,0.46,1.33,0,0,311,1,0.2,1.0,0,0,90,0,0,0,0,0,0,2008/2009
manchester united,premier league,1,england,out,mikael silvestre,31,france,manchester united,england,CB,defender,76,81,fc arsenal,premier league,1,england,0.855,3.15,0,6,0.6,2.17,0,0,376,2,0.4,3.0,0,0,120,0,0,0,0,0,0,2008/2009
fc chelsea,premier league,1,england,in,bosingwa,25,portugal,fc porto,portugal,RB,defender,82,84,fc porto,primeira liga,1,portugal,18.45,15.3,720,31,1.0,2.23,1,3,2559,7,1.0,1.57,0,0,594,0,0,0,0,0,0,2008/2009
fc chelsea,premier league,1,england,in,deco,30,portugal,fc barcelona,spain,AM,midfielder,85,90,fc barcelona,primera division,1,spain,9.0,16.2,0,29,0.88,1.93,1,10,2089,6,1.0,2.17,0,1,502,0,0,0,0,0,0,2008/2009
fc chelsea,premier league,1,england,out,wayne bridge,28,england,fc chelsea,england,LB,defender,77,80,manchester city,premier league,1,england,11.7,5.4,0,22,0.88,2.36,0,1,1771,3,0.75,1.67,0,0,270,0,0,0,0,0,0,2008/2009
fc chelsea,premier league,1,england,out,shaun wright phillips,26,england,fc chelsea,england,RW,attacker,81,84,manchester city,premier league,1,england,10.13,11.7,0,41,0.91,2.12,4,5,2622,5,0.71,1.8,0,0,197,0,0,0,0,0,0,2008/2009
