club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
benfica lissabon,primeira liga,1,portugal,in,rafa silva,23,portugal,sc braga,portugal,LM,midfielder,78,84,sc braga,primeira liga,1,portugal,14.4,13.5,1039,50,0.94,1.76,12,8,3770,0,0,0,0,0,0,12,1.0,1.67,3,4,1070,2016/2017
benfica lissabon,primeira liga,1,portugal,in,konstantinos mitroglou,28,greece,fc fulham,england,CF,attacker,79,79,fc fulham,championship,2,england,6.3,8.55,736,45,0.94,2.36,25,6,3009,7,0.88,1.71,2,1,362,0,0,0,0,0,0,2016/2017
benfica lissabon,primeira liga,1,portugal,in,oscar benitez,23,argentina,club atletico lanus,argentina,LW,attacker,69,77,club atletico lanus,primera division,1,argentina,3.96,0.675,0,14,0.88,2.29,1,0,731,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
benfica lissabon,primeira liga,1,portugal,in,marcelo hermes,22,brazil,gremio foot ball porto alegrense,brazil,LB,defender,NA,NA,gremio foot ball porto alegrense,campeonato brasileiro serie a,1,brazil,2.62,0.45,0,12,0.55,1.92,2,2,810,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
benfica lissabon,primeira liga,1,portugal,in,pedro pereira,19,portugal,uc sampdoria,italy,RB,defender,65,80,uc sampdoria,serie a,1,italy,2.39,1.8,520,9,0.26,0.78,0,1,642,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
benfica lissabon,primeira liga,1,portugal,in,guillermo celis,23,colombia,cd atletico junior,colombia,DM,midfielder,69,77,cd atletico junior,liga postobon ii,1,colombia,2.07,0.585,0,3,1.0,3.0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
benfica lissabon,primeira liga,1,portugal,in,filipe augusto,23,brazil,rio ave fc,portugal,DM,midfielder,73,80,rio ave fc,primeira liga,1,portugal,1.8,0.72,154,24,0.63,1.92,2,1,1313,0,0,0,0,0,0,3,0.3,2.0,0,0,18,2016/2017
benfica lissabon,primeira liga,1,portugal,in,pedro nuno,21,portugal,academica coimbra,portugal,AM,midfielder,65,74,academica coimbra,segunda liga,2,portugal,0.36,0.36,549,12,0.52,1.0,4,1,899,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
benfica lissabon,primeira liga,1,portugal,in,andre horta,19,portugal,vitoria setubal fc,portugal,AM,midfielder,70,82,vitoria setubal fc,primeira liga,1,portugal,0.36,1.35,1101,34,0.94,0.97,2,3,2287,0,0,0,0,0,0,0,0,0,0,0,0,2016/2017
benfica lissabon,primeira liga,1,portugal,out,renato sanches,18,portugal,benfica lissabon,portugal,CM,midfielder,76,88,fc bayern munchen,1 bundesliga,1,germany,31.5,18.0,1831,47,0.94,2.38,6,1,3728,6,0.86,1.33,0,0,540,0,0,0,0,0,0,2016/2017
