club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
fc porto,primeira liga,NA,portugal,in,jackson martinez,25,colombia,chiapas fc,mexico,CF,attacker,74,76,chiapas fc,liga mx clausura,1,mexico,8.0,4.5,0,35,1.0,1.43,20,5,2819,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
fc porto,primeira liga,NA,portugal,in,hector quinones,20,colombia,cd atletico junior,colombia,LB,defender,NA,NA,cd atletico junior,liga postobon ii,1,colombia,1.78,0.405,0,10,1.0,1.5,2,0,808,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
fc porto,primeira liga,1,portugal,in,fabiano,24,brazil,sporting olhanense,portugal,GK,keeper,67,68,sporting olhanense,primeira liga,1,portugal,1.08,1.17,0,34,1.0,1.44,0,0,3116,0,0,0,0,0,0,0,0,0,0,0,0,2012/2013
fc porto,primeira liga,1,portugal,in,marat izmailov,30,russia,sporting lissabon,portugal,CM,midfielder,NA,NA,sporting lissabon,primeira liga,1,portugal,0.9,5.4,907,25,0.93,1.6,6,2,1628,0,0,0,0,0,0,9,1.0,2.0,1,2,659,2012/2013
fc porto,primeira liga,1,portugal,out,hulk,26,brazil,fc porto,portugal,RW,attacker,84,87,zenit st petersburg,premier liga,1,russia,36.0,33.3,0,39,1.0,2.1,21,14,3162,6,1.0,1.33,4,1,528,2,1.0,0,0,1,180,2012/2013
fc porto,primeira liga,1,portugal,out,fredy guarin,26,colombia,fc porto,portugal,CM,midfielder,80,84,inter mailand,serie a,1,italy,9.9,10.8,0,17,0.81,1.88,1,4,1071,2,1.0,0.5,0,0,120,0,0,0,0,0,0,2012/2013
fc porto,primeira liga,1,portugal,out,alvaro pereira,26,uruguay,fc porto,portugal,LB,defender,80,83,inter mailand,serie a,1,italy,9.0,14.4,678,34,0.94,2.06,1,4,2954,6,1.0,1.33,0,0,540,1,1.0,0,0,0,90,2012/2013
fc porto,primeira liga,1,portugal,out,josef,23,brazil,fc porto,portugal,DM,midfielder,74,78,gremio foot ball porto alegrense,campeonato brasileiro serie a,1,brazil,3.38,2.25,0,54,0.84,2.17,2,4,3968,2,0.4,1.5,0,0,46,0,0,0,0,0,0,2012/2013
fc porto,primeira liga,1,portugal,out,fernando belluschi,28,argentina,fc porto,portugal,CM,midfielder,80,83,bursaspor,super lig,1,turkey,2.25,5.85,681,41,0.93,1.56,2,8,2173,5,0.83,1.0,0,0,206,0,0,0,0,0,0,2012/2013
fc porto,primeira liga,1,portugal,out,marc janko,29,austria,fc porto,portugal,CF,attacker,74,74,trabzonspor,super lig,1,turkey,2.11,4.5,0,39,0.89,2.08,23,5,2473,0,0,0,0,0,0,4,0.8,2.25,3,0,207,2012/2013
fc porto,primeira liga,1,portugal,out,miguel lopes,26,portugal,fc porto,portugal,RB,defender,72,76,sporting lissabon,primeira liga,1,portugal,1.58,3.24,184,13,0.68,1.46,0,1,909,0,0,0,0,0,0,1,0.5,0,0,0,74,2012/2013
