club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
benfica lissabon,primeira liga,1,portugal,in,andreas samaris,25,greece,olympiakos piraus,greece,DM,midfielder,72,80,olympiakos piraus,super league,1,greece,9.0,2.25,1413,38,0.84,2.39,4,5,3005,6,0.75,1.67,0,0,540,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,1,portugal,in,bryan cristante,19,italy,ac mailand,italy,CM,midfielder,67,82,ac mailand,serie a,1,italy,4.68,2.7,1403,10,0.3,1.2,3,1,717,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,1,portugal,in,talisca,20,brazil,ec bahia,brazil,AM,midfielder,71,77,ec bahia,campeonato brasileiro serie a,1,brazil,4.28,0.36,0,9,1.0,0.89,2,0,769,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,1,portugal,in,loris benito,22,switzerland,fc zurich,switzerland,LB,defender,63,76,fc zurich,raiffeisen super league,1,switzerland,2.7,2.03,0,33,0.97,1.33,0,1,2727,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,1,portugal,in,cesar martins,21,brazil,associacao atletica ponte preta,brazil,CB,defender,NA,NA,associacao atletica ponte preta,campeonato brasileiro serie b,2,brazil,2.7,0.225,0,10,1.0,1.6,1,1,875,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,1,portugal,in,bebe,24,portugal,manchester united,england,LW,attacker,NA,NA,manchester united,premier league,1,england,2.7,0.9,346,39,1.0,1.03,14,2,3033,0,0,0,0,0,0,5,1.0,0.6,0,0,345,2014/2015
benfica lissabon,primeira liga,1,portugal,in,derley,26,brazil,cs maritimo,portugal,CF,attacker,73,77,cs maritimo,primeira liga,1,portugal,2.25,2.7,0,34,1.0,1.38,19,7,3027,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,1,portugal,in,luis felipe,23,brazil,se palmeiras sao paulo,brazil,RB,defender,69,76,se palmeiras sao paulo,campeonato brasileiro serie a,1,brazil,1.8,0.72,0,12,0.63,1.0,1,0,844,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,NA,portugal,in,djavan,26,brazil,sport club corinthians alagoano,brazil,LB,defender,71,77,sport club corinthians alagoano,NA,1,brazil,1.35,0.63,0,34,0.97,1.35,1,1,3078,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
benfica lissabon,primeira liga,1,portugal,in,eliseu,30,portugal,fc malaga,spain,LB,defender,78,78,fc malaga,primera division,1,spain,1.08,1.8,0,30,0.94,1.3,3,1,1827,0,0,0,0,0,0,0,0,0,0,0,0,2014/2015
