club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
inter mailand,serie a,1,italy,out,mario balotelli,20,italy,inter mailand,italy,CF,attacker,81,87,manchester city,premier league,1,england,26.55,23.4,0,40,0.91,2.25,11,9,2075,8,0.8,2.13,1,1,269,0,0,0,0,0,0,2010/2011
lazio rom,serie a,1,italy,out,aleksandar kolarov,24,serbia,lazio rom,italy,LB,defender,79,86,manchester city,premier league,1,england,21.47,8.1,0,41,0.98,1.22,5,4,3559,0,0,0,0,0,0,3,0.75,1,0,1,216,2010/2011
inter mailand,serie a,1,italy,in,andrea ranocchia,22,italy,fc genua 1893,italy,CB,defender,78,88,fc genua 1893,serie a,1,italy,16.65,9,0,17,0.94,1.41,2,1,1491,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
fc genua 1893,serie a,1,italy,out,andrea ranocchia,22,italy,fc genua 1893,italy,CB,defender,78,88,inter mailand,serie a,1,italy,16.65,9,0,17,0.94,1.41,2,1,1491,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
ac mailand,serie a,1,italy,in,robinho,26,brazil,manchester city,england,LW,attacker,81,86,manchester city,premier league,1,england,16.2,13.5,674,14,0.78,1.86,1,3,876,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
inter mailand,serie a,1,italy,in,giampaolo pazzini,26,italy,uc sampdoria,italy,CF,attacker,82,85,uc sampdoria,serie a,1,italy,16.2,17.1,0,39,1,1.79,21,3,3333,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
uc sampdoria,serie a,1,italy,out,giampaolo pazzini,26,italy,uc sampdoria,italy,CF,attacker,82,85,inter mailand,serie a,1,italy,16.2,17.1,0,39,1,1.79,21,3,3333,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
as bari,serie a,1,italy,out,leonardo bonucci,23,italy,as bari,italy,CB,defender,78,87,juventus turin,serie a,1,italy,13.95,7.2,0,39,1,1.28,1,1,3540,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
juventus turin,serie a,1,italy,in,leonardo bonucci,23,italy,as bari,italy,CB,defender,78,87,as bari,serie a,1,italy,13.95,7.2,0,39,1,1.28,1,1,3540,0,0,0,0,0,0,0,0,0,0,0,0,2010/2011
juventus turin,serie a,1,italy,out,diego,25,brazil,juventus turin,italy,AM,midfielder,82,90,vfl wolfsburg,1 bundesliga,1,germany,13.95,21.6,1408,44,1,1.48,7,16,3471,5,1,1.4,0,1,395,4,1,1.75,0,3,331,2010/2011
