club,club_league,club_league_tier,club_country,transfer_movement,player_name,player_age,player_nationality,player_club,player_club_country,player_position,player_position_category,player_rating,player_potential,club_involved,club_involved_league,club_involved_league_tier,club_involved_country,transfer_fee,market_value,remaining_contract_duration,total_apps,total_apps_ratio,total_minutes_per_point,total_goals,total_assists,total_minutes_played,ucl_apps,ucl_apps_ratio,ucl_minutes_per_point,ucl_goals,ucl_assists,ucl_minutes_played,el_apps,el_apps_ratio,el_minutes_per_point,el_goals,el_assists,el_minutes_played,season
juventus turin,serie a,1,italy,in,paulo dybala,21,argentina,us palermo,italy,SS,attacker,77,85,us palermo,serie a,1,italy,36,20.7,371,35,0.92,1.23,13,10,3054,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
us palermo,serie a,1,italy,out,paulo dybala,21,argentina,us palermo,italy,SS,attacker,77,85,juventus turin,serie a,1,italy,36,20.7,371,35,0.92,1.23,13,10,3054,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
inter mailand,serie a,1,italy,out,mateo kovacic,21,croatia,inter mailand,italy,CM,midfielder,76,86,real madrid,primera division,1,spain,34.2,19.8,1417,44,0.94,1.5,8,5,2944,0,0,0,0,0,0,8,1,1.5,3,0,394,2015/2016
juventus turin,serie a,1,italy,out,arturo vidal,28,chile,juventus turin,italy,CM,midfielder,85,87,fc bayern munchen,1 bundesliga,1,germany,33.75,37.8,708,45,0.96,2.11,8,4,3625,12,1,1.75,1,0,1045,0,0,0,0,0,0,2015/2016
inter mailand,serie a,1,italy,in,geoffrey kondogbia,22,central african republic,as monaco,france,CM,midfielder,NA,NA,as monaco,ligue 1,1,france,32.4,14.4,1101,33,0.87,1.58,2,1,2739,8,0.89,1.13,1,0,717,0,0,0,0,0,0,2015/2016
ac mailand,serie a,1,italy,in,carlos bacca,28,colombia,fc sevilla,spain,CF,attacker,81,81,fc sevilla,primera division,1,spain,29.97,22.5,1098,56,1,2.05,28,10,3574,0,0,0,0,0,0,15,1,2.4,7,3,766,2015/2016
juventus turin,serie a,1,italy,in,alex sandro,24,brazil,fc porto,portugal,LB,defender,78,83,fc porto,primeira liga,1,portugal,23.4,18,320,40,0.95,2.45,1,5,3450,9,1,2.33,0,1,810,0,0,0,0,0,0,2015/2016
as rom,serie a,1,italy,out,alessio romagnoli,20,italy,as rom,italy,CB,defender,72,84,ac mailand,serie a,1,italy,22.5,7.65,1059,31,0.86,1.35,2,2,2624,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
ac florenz,serie a,1,italy,out,stefan savic,24,montenegro,ac florenz,italy,CB,defender,78,82,atletico madrid,primera division,1,spain,22.5,13.5,0,41,0.95,1.73,2,2,3461,0,0,0,0,0,0,9,1,1.89,0,1,676,2015/2016
ac mailand,serie a,1,italy,in,alessio romagnoli,20,italy,as rom,italy,CB,defender,72,84,as rom,serie a,1,italy,22.5,7.65,1059,31,0.86,1.35,2,2,2624,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
juventus turin,serie a,1,italy,in,mario mandzukic,29,croatia,atletico madrid,spain,CF,attacker,83,83,atletico madrid,primera division,1,spain,21.06,23.4,1101,43,0.96,1.88,20,5,3078,10,1,1.7,5,0,831,0,0,0,0,0,0,2015/2016
as rom,serie a,1,italy,out,andrea bertolacci,24,italy,as rom,italy,CM,midfielder,73,78,ac mailand,serie a,1,italy,18.9,13.5,734,35,1,1.71,6,8,2726,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
ac mailand,serie a,1,italy,in,andrea bertolacci,24,italy,as rom,italy,CM,midfielder,73,78,as rom,serie a,1,italy,18.9,13.5,734,35,1,1.71,6,8,2726,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
inter mailand,serie a,1,italy,in,ivan perisic,26,croatia,vfl wolfsburg,germany,LW,attacker,79,82,vfl wolfsburg,1 bundesliga,1,germany,17.1,11.7,675,35,0.92,2.06,7,9,2380,0,0,0,0,0,0,9,1,1.89,1,2,512,2015/2016
juventus turin,serie a,1,italy,in,simone zaza,24,italy,us sassuolo,italy,CF,attacker,77,82,us sassuolo,serie a,1,italy,16.2,9.9,1459,34,0.94,1.18,12,3,2745,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
as rom,serie a,1,italy,out,gervinho,28,cote d\'ivoire,as rom,italy,LW,attacker,NA,NA,hebei zhongji,chinese super league,1,china,16.2,13.5,524,34,0.92,1.56,7,6,2617,6,1,0.83,3,1,434,4,1,1.25,2,0,285,2015/2016
lazio rom,serie a,1,italy,in,sergej milinkovic savic,20,serbia,krc genk,belgium,CM,midfielder,67,79,krc genk,jupiler pro league,1,belgium,16.2,3.6,1429,24,0.8,2,5,1,1668,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
fc turin,serie a,1,italy,out,matteo darmian,25,italy,fc turin,italy,RB,defender,74,78,manchester united,premier league,1,england,16.2,10.8,725,47,0.9,1.53,5,4,3821,0,0,0,0,0,0,12,1,1.83,2,3,1080,2015/2016
us sassuolo,serie a,1,italy,out,simone zaza,24,italy,us sassuolo,italy,CF,attacker,77,82,juventus turin,serie a,1,italy,16.2,9.9,1459,34,0.94,1.18,12,3,2745,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
inter mailand,serie a,1,italy,out,xherdan shaqiri,23,switzerland,inter mailand,italy,RW,attacker,80,84,stoke city,premier league,1,england,15.3,15.3,1424,35,0.7,1.57,5,4,1710,4,0.8,2.25,1,0,48,3,0.75,1.33,1,0,263,2015/2016
juventus turin,serie a,1,italy,in,roberto pereyra,24,argentina,udinese calcio,italy,AM,midfielder,79,85,udinese calcio,serie a,1,italy,13.5,11.7,371,52,0.93,2.08,6,4,2952,12,1,1.75,0,1,388,0,0,0,0,0,0,2015/2016
ac florenz,serie a,1,italy,in,mario suarez,28,spain,atletico madrid,spain,DM,midfielder,79,81,atletico madrid,primera division,1,spain,13.5,9,0,35,0.69,1.94,2,1,2353,8,0.89,2.13,1,0,606,0,0,0,0,0,0,2015/2016
inter mailand,serie a,1,italy,in,xherdan shaqiri,23,switzerland,fc bayern munchen,germany,RW,attacker,80,84,fc bayern munchen,1 bundesliga,1,germany,13.5,16.2,371,35,0.7,1.57,5,4,1710,4,0.8,2.25,1,0,48,3,0.75,1.33,1,0,263,2015/2016
udinese calcio,serie a,1,italy,out,roberto pereyra,24,argentina,udinese calcio,italy,AM,midfielder,79,85,juventus turin,serie a,1,italy,13.5,11.7,371,52,0.93,2.08,6,4,2952,12,1,1.75,0,1,388,0,0,0,0,0,0,2015/2016
juventus turin,serie a,1,italy,in,hernanes,30,brazil,inter mailand,italy,AM,midfielder,79,79,inter mailand,serie a,1,italy,11.7,12.6,1039,36,0.78,1.81,5,6,2332,0,0,0,0,0,0,9,0.9,2.11,0,2,628,2015/2016
inter mailand,serie a,1,italy,out,fredy guarin,29,colombia,inter mailand,italy,CM,midfielder,79,80,shanghai greenland,chinese super league,1,china,11.7,9.45,523,37,0.93,1.54,7,9,2898,0,0,0,0,0,0,8,0.8,1.75,1,1,673,2015/2016
inter mailand,serie a,1,italy,out,hernanes,30,brazil,inter mailand,italy,AM,midfielder,79,79,juventus turin,serie a,1,italy,11.7,12.6,1039,36,0.78,1.81,5,6,2332,0,0,0,0,0,0,9,0.9,2.11,0,2,628,2015/2016
uc sampdoria,serie a,1,italy,in,luis muriel,24,colombia,udinese calcio,italy,CF,attacker,73,81,udinese calcio,serie a,1,italy,10.8,9,1101,27,1,1.41,4,5,1379,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
udinese calcio,serie a,1,italy,out,luis muriel,24,colombia,udinese calcio,italy,CF,attacker,73,81,uc sampdoria,serie a,1,italy,10.8,9,1101,27,1,1.41,4,5,1379,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
ssc neapel,serie a,1,italy,in,allan,24,brazil,udinese calcio,italy,CM,midfielder,78,81,udinese calcio,serie a,1,italy,10.35,10.35,0,38,1,1.21,2,6,3316,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
udinese calcio,serie a,1,italy,out,allan,24,brazil,udinese calcio,italy,CM,midfielder,78,81,ssc neapel,serie a,1,italy,10.35,10.35,0,38,1,1.21,2,6,3316,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
juventus turin,serie a,1,italy,out,angelo ogbonna,27,italy,juventus turin,italy,CB,defender,77,80,west ham united,premier league,1,england,9.9,8.1,1091,30,0.59,2.1,0,0,2084,1,0.1,0,0,0,77,0,0,0,0,0,0,2015/2016
udinese calcio,serie a,1,italy,out,adalberto penaranda,18,venezuela,udinese calcio,italy,CF,attacker,NA,NA,fc watford,premier league,1,england,9.54,0.45,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
lazio rom,serie a,1,italy,in,dusan basta,30,serbia,udinese calcio,italy,RB,defender,76,76,udinese calcio,serie a,1,italy,9.45,4.95,0,33,0.94,1.73,1,2,2829,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
inter mailand,serie a,1,italy,out,ricardo alvarez,27,argentina,inter mailand,italy,AM,midfielder,77,77,afc sunderland,premier league,1,england,9.45,9.9,1101,17,0.77,0.94,1,0,725,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
udinese calcio,serie a,1,italy,out,dusan basta,30,serbia,udinese calcio,italy,RB,defender,76,76,lazio rom,serie a,1,italy,9.45,4.95,0,33,0.94,1.73,1,2,2829,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
juventus turin,serie a,1,italy,out,domenico berardi,20,italy,juventus turin,italy,RW,attacker,78,83,us sassuolo,serie a,1,italy,9,13.5,0,35,1,1.43,15,13,2852,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
us sassuolo,serie a,1,italy,in,domenico berardi,20,italy,juventus turin,italy,RW,attacker,78,83,juventus turin,serie a,1,italy,9,13.5,0,35,1,1.43,15,13,2852,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
as rom,serie a,1,italy,out,mapou yanga mbiwa,26,france,as rom,italy,CB,defender,77,79,olympique lyon,ligue 1,1,france,8.46,5.85,0,38,0.83,1.68,1,1,2914,5,1,0.8,0,0,373,4,1,1.25,0,0,328,2015/2016
juventus turin,serie a,1,italy,in,rolando mandragora,18,italy,fc genua 1893,italy,DM,midfielder,57,75,fc genua 1893,serie a,1,italy,8.1,1.8,1261,13,0.34,1.62,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
fc genua 1893,serie a,1,italy,out,rolando mandragora,18,italy,fc genua 1893,italy,DM,midfielder,57,75,juventus turin,serie a,1,italy,8.1,1.8,1261,13,0.34,1.62,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
chievo verona,serie a,1,italy,out,alberto paloschi,26,italy,chievo verona,italy,CF,attacker,75,80,swansea city,premier league,1,england,7.92,5.4,1251,37,0.95,1,9,3,2661,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
as rom,serie a,1,italy,in,andrea bertolacci,24,italy,fc genua 1893,italy,CM,midfielder,73,78,fc genua 1893,serie a,1,italy,7.65,4.5,0,35,1,1.71,6,8,2726,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
as rom,serie a,1,italy,out,mattia destro,24,italy,as rom,italy,CF,attacker,77,82,fc bologna,serie a,1,italy,7.65,11.7,685,34,0.77,1.56,8,0,1892,2,0.33,0,0,0,110,0,0,0,0,0,0,2015/2016
fc genua 1893,serie a,1,italy,out,andrea bertolacci,24,italy,fc genua 1893,italy,CM,midfielder,73,78,as rom,serie a,1,italy,7.65,4.5,0,35,1,1.71,6,8,2726,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
fc bologna,serie a,1,italy,in,mattia destro,24,italy,as rom,italy,CF,attacker,77,82,as rom,serie a,1,italy,7.65,11.7,685,34,0.77,1.56,8,0,1892,2,0.33,0,0,0,110,0,0,0,0,0,0,2015/2016
fc turin,serie a,1,italy,in,andrea belotti,21,italy,us palermo,italy,CF,attacker,70,80,us palermo,serie a,1,italy,7.56,4.5,0,39,1,1.26,6,2,1381,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
us palermo,serie a,1,italy,out,andrea belotti,21,italy,us palermo,italy,CF,attacker,70,80,fc turin,serie a,1,italy,7.56,4.5,0,39,1,1.26,6,2,1381,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
udinese calcio,serie a,1,italy,out,matej vydra,23,czech republic,udinese calcio,italy,CF,attacker,73,78,fc watford,premier league,1,england,7.56,3.6,0,45,0.92,1.78,16,6,2706,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
ssc neapel,serie a,1,italy,in,alberto grassi,20,italy,atalanta bergamo,italy,CM,midfielder,58,67,atalanta bergamo,serie a,1,italy,7.2,1.8,1618,6,0.2,1.33,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
uc sampdoria,serie a,1,italy,in,fernando,23,brazil,shakhtar donetsk,ukraine,DM,midfielder,76,84,shakhtar donetsk,premier liga,1,ukraine,7.2,8.1,1095,25,0.66,2.08,1,0,1688,7,0.88,1.43,0,0,445,0,0,0,0,0,0,2015/2016
inter mailand,serie a,1,italy,in,jeison murillo,23,colombia,fc granada,spain,CB,defender,76,82,fc granada,primera division,1,spain,7.2,7.2,371,19,0.86,0.74,0,0,1593,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
ac mailand,serie a,1,italy,in,luiz adriano,28,brazil,shakhtar donetsk,ukraine,CF,attacker,79,79,shakhtar donetsk,premier liga,1,ukraine,7.2,7.65,184,33,0.87,1.91,21,11,2681,7,1,1.29,9,1,628,0,0,0,0,0,0,2015/2016
atalanta bergamo,serie a,1,italy,out,alberto grassi,20,italy,atalanta bergamo,italy,CM,midfielder,58,67,ssc neapel,serie a,1,italy,7.2,1.8,1618,6,0.2,1.33,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
as rom,serie a,1,italy,in,iago falque,26,spain,fc genua 1893,italy,RW,attacker,75,79,fc genua 1893,serie a,1,italy,6.3,7.2,911,33,0.85,1.55,13,6,2437,0,0,0,0,0,0,0,0,0,0,0,0,2015/2016
